transaction_id,customer_id,timestamp,amount_usd,transaction_type,channel,origin_country,destination_country,scenario,known_suspicious,rule_risk_score,ml_risk_probability,ml_risk_score,customer_risk_score,cdd_risk_component,final_aml_risk_score,final_aml_risk_level,aml_alert,alert_priority,alert_type,model_rule_agreement,primary_risk_driver,alert_reason,top_positive_shap_features,top_positive_shap_values,top_negative_shap_features,top_negative_shap_values,investigation_recommendation
TXN00043761,CUST004909,2025-01-18 05:02:00,1832.36,P2P_TRANSFER,Mobile App,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00063116,CUST004909,2025-02-03 13:03:00,76.03,ACH,Online Banking,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00007461,CUST004909,2025-02-28 03:44:00,358.74,ACH,Mobile App,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator; Behavioral model drivers: transaction_hour | is_night_transaction | international_ratio_24h,transaction_hour | is_night_transaction | international_ratio_24h,4.149637 | 1.509443 | 1.248694,transaction_month | high_customer_risk | customer_risk_numeric,-2.346636 | -1.231971 | -0.781476,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00031167,CUST004909,2025-03-05 08:39:00,86.2,CARD_PAYMENT,Mobile App,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00111918,CUST004909,2025-03-25 07:11:00,716.4,ACH,Mobile App,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00016811,CUST004909,2025-06-15 00:46:00,1254.49,ACH,Online Banking,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00046057,CUST004909,2025-08-01 05:57:00,553.73,CARD_PAYMENT,Mobile App,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00063701,CUST004909,2025-08-27 09:01:00,183.83,CARD_PAYMENT,Branch,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator; Behavioral model drivers: transaction_hour | international_ratio_24h | adverse_media_flag,transaction_hour | international_ratio_24h | adverse_media_flag,1.539802 | 1.248694 | 0.549416,high_customer_risk | log_amount | channel_transaction_ratio,-1.231971 | -1.129763 | -0.939229,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00113228,CUST004909,2025-09-12 22:31:00,375.72,CARD_PAYMENT,Online Banking,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00086739,CUST004909,2025-10-07 18:11:00,140.82,WIRE,Mobile App,United States,United States,NORMAL,0,95,0.0,0.0,66.66666666666666,85,51.75,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Adverse media indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00070541,CUST001343,2025-12-28 06:41:00,8545.06,CARD_PAYMENT,Online Banking,United States,Singapore,NORMAL,0,100,2.1119835560307195e-07,2.1119835560307195e-05,66.66666666666666,60,51.00000844793422,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00105199,CUST002257,2025-11-25 21:52:00,6041.85,ATM,Online Banking,United States,United States,NORMAL,0,100,4.012840058473632e-12,4.0128400584736324e-10,66.66666666666666,60,51.00000000016051,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00088324,CUST002274,2025-09-07 10:05:00,13086.6,CASH_DEPOSIT,Online Banking,United States,Canada,NORMAL,0,100,0.0,0.0,66.66666666666666,60,51.0,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00072669,CUST002904,2025-04-06 09:30:00,6113.31,CARD_PAYMENT,Branch,United States,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,60,51.0,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00042517,CUST002904,2025-08-03 04:03:00,7182.07,ATM,Mobile App,United States,Germany,NORMAL,0,100,0.0,0.0,66.66666666666666,60,51.0,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00073342,CUST002904,2025-08-17 12:15:00,5074.5,CARD_PAYMENT,Phone,United States,United States,NORMAL,0,100,0.0,0.0,66.66666666666666,60,51.0,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00113716,CUST004435,2025-12-15 03:17:00,1220.77,ACH,Mobile App,United States,United States,NORMAL,0,90,1.715159282332178e-08,1.7151592823321782e-06,66.66666666666666,85,50.00000068606371,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00020481,CUST004435,2025-11-13 04:31:00,937.63,CARD_PAYMENT,Mobile App,United States,United States,NORMAL,0,90,6.253509662356296e-09,6.253509662356296e-07,66.66666666666666,85,50.00000025014038,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00096764,CUST001186,2025-11-06 00:25:00,172.43,CARD_PAYMENT,Online Banking,United States,United States,NORMAL,0,90,2.612912195043014e-09,2.612912195043014e-07,66.66666666666666,85,50.00000010451648,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00050824,CUST004435,2025-12-21 06:59:00,78.75,CARD_PAYMENT,Branch,United States,United States,NORMAL,0,90,4.904696398072254e-13,4.9046963980722536e-11,66.66666666666666,85,50.00000000001961,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00060519,CUST001186,2025-12-08 06:33:00,33.96,CARD_PAYMENT,Branch,United States,United States,NORMAL,0,90,5.13368829162424e-14,5.1336882916242405e-12,66.66666666666666,85,50.000000000002046,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00053367,CUST004435,2025-10-21 19:45:00,117.79,CARD_PAYMENT,Online Banking,United States,United States,NORMAL,0,90,5.6440938488885335e-15,5.644093848888533e-13,66.66666666666666,85,50.00000000000022,HIGH,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator; Behavioral model drivers: transaction_month | international_ratio_24h | cash_ratio_24h,transaction_month | international_ratio_24h | cash_ratio_24h,1.453584 | 1.248694 | 0.268508,transaction_hour | log_amount | pep_flag,-2.809922 | -2.130992 | -1.343559,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00091842,CUST001186,2025-01-04 15:36:00,90.29,WIRE,Online Banking,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00114904,CUST001186,2025-01-20 11:47:00,3210.62,ACH,Mobile App,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00029228,CUST001186,2025-04-03 06:43:00,73.29,WIRE,Mobile App,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00046156,CUST001186,2025-05-22 09:46:00,148.8,CARD_PAYMENT,Online Banking,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator; Behavioral model drivers: transaction_hour | international_ratio_24h | channel_transaction_ratio,transaction_hour | international_ratio_24h | channel_transaction_ratio,1.539802 | 1.248694 | 0.913570,log_amount | pep_flag | high_customer_risk,-1.605681 | -1.343559 | -1.231971,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00093117,CUST001186,2025-09-08 03:36:00,259.33,CARD_PAYMENT,Mobile App,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00070248,CUST004435,2025-01-04 04:39:00,108.89,P2P_TRANSFER,ATM,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00050217,CUST004435,2025-02-17 09:05:00,300.46,WIRE,Mobile App,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00097005,CUST004435,2025-03-01 09:32:00,218.57,CARD_PAYMENT,Mobile App,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00017469,CUST004435,2025-03-15 18:35:00,493.7,WIRE,Branch,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00012177,CUST004435,2025-04-17 17:55:00,763.08,ACH,Online Banking,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00052533,CUST004435,2025-07-27 02:17:00,73.3,ACH,Online Banking,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00018737,CUST004435,2025-09-22 10:43:00,361.09,WIRE,Online Banking,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00064637,CUST004435,2025-09-29 02:38:00,63.26,ACH,Mobile App,United States,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,85,49.99999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; PEP indicator; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00070683,CUST004736,2025-12-10 00:47:00,101.08,CASH_DEPOSIT,Online Banking,Canada,Nigeria,NORMAL,0,90,4.761214709229085e-10,4.761214709229085e-08,66.66666666666666,60,47.500000019044855,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00063316,CUST002904,2025-12-19 23:47:00,955.8,ATM,Online Banking,Nigeria,United States,NORMAL,0,90,3.436562010472445e-13,3.436562010472445e-11,66.66666666666666,60,47.50000000001374,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00068969,CUST000946,2025-02-03 16:06:00,109.46,CASH_WITHDRAWAL,ATM,United States,Hong Kong,NORMAL,0,90,0.0,0.0,66.66666666666666,60,47.49999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00017744,CUST000946,2025-05-01 22:34:00,53.11,ATM,Online Banking,United States,Singapore,NORMAL,0,90,0.0,0.0,66.66666666666666,60,47.49999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00008238,CUST000946,2025-06-30 21:29:00,297.45,CASH_WITHDRAWAL,Online Banking,Singapore,Canada,NORMAL,0,90,0.0,0.0,66.66666666666666,60,47.49999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator; Behavioral model drivers: is_small_cash_transaction | transactions_24h | transactions_7d,is_small_cash_transaction | transactions_24h | transactions_7d,0.776018 | 0.440089 | 0.283598,transaction_hour | high_customer_risk | customer_risk_numeric,-3.679867 | -1.231971 | -0.781476,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
TXN00098471,CUST000946,2025-07-23 10:45:00,308.78,CASH_DEPOSIT,Online Banking,UAE,United States,NORMAL,0,90,0.0,0.0,66.66666666666666,60,47.49999999999999,MEDIUM,1,P1,GENERAL_TRANSACTION_MONITORING,RULE_HIGH_ML_LOW,RULE_ENGINE,High rule-engine risk; Sanctions indicator,,,,,URGENT REVIEW - Review sanctions-related information and customer/transaction context before disposition.
