customer_id,total_transactions,total_transaction_value,average_transaction_value,maximum_transaction_value,total_red_flags,maximum_rule_score,alert_count,customer_risk_level
CUST000876,16,12581.880000000001,786.3675000000001,3546.26,37,35,16,MEDIUM
CUST000877,27,29159.45,1079.9796296296297,7841.6,78,55,27,HIGH
CUST000878,17,12638.470000000001,743.4394117647059,2229.1,49,40,17,MEDIUM
CUST000879,32,14998.45,468.7015625,3360.0,86,40,32,MEDIUM
CUST000880,25,21117.010000000002,844.6804000000001,6569.22,74,50,25,HIGH
CUST000881,21,13823.59,658.2661904761904,3312.43,57,40,21,MEDIUM
CUST000882,26,23745.94,913.3053846153846,5806.71,76,50,26,HIGH
CUST000883,19,14167.27,745.6457894736842,4124.68,50,40,19,MEDIUM
CUST000884,23,12902.77,560.99,2469.77,64,40,23,MEDIUM
CUST000885,23,24342.12,1058.3530434782608,6503.37,64,55,23,HIGH
CUST000886,21,9514.6,453.0761904761905,2213.29,57,40,21,MEDIUM
CUST000887,29,12588.8,434.0965517241379,1734.07,76,40,29,MEDIUM
CUST000888,20,25696.84,1284.842,5619.31,56,70,20,CRITICAL
CUST000889,28,27056.01,966.2860714285714,3579.27,81,40,28,MEDIUM
CUST000890,29,23529.89,811.3755172413793,3945.26,82,40,29,MEDIUM
CUST000891,21,12978.24,618.0114285714286,3161.6,58,40,21,MEDIUM
CUST000892,21,17030.739999999998,810.987619047619,5675.19,58,55,21,HIGH
CUST000893,18,6395.09,355.28277777777777,962.58,44,35,18,MEDIUM
CUST000894,18,10369.9,576.1055555555555,3187.05,48,40,18,MEDIUM
CUST000895,15,9970.58,664.7053333333333,1597.14,42,40,15,MEDIUM
CUST000896,26,34623.05,1331.6557692307692,11627.34,70,60,26,HIGH
CUST000897,24,21334.25,888.9270833333334,4069.57,68,40,24,MEDIUM
CUST000898,32,33988.03,1062.1259375,12535.67,85,55,32,HIGH
CUST000899,27,19550.899999999998,724.1074074074073,4882.62,73,45,27,MEDIUM
CUST000900,24,8742.119999999999,364.25499999999994,1959.05,61,40,24,MEDIUM
CUST000901,24,12103.84,504.32666666666665,3152.25,70,40,24,MEDIUM
CUST000902,21,13619.52,648.5485714285714,1144.9,57,40,21,MEDIUM
CUST000903,25,13290.92,531.6368,2171.04,70,40,25,MEDIUM
CUST000904,18,8147.33,452.62944444444446,3732.31,47,35,18,MEDIUM
CUST000905,33,24520.43,743.0433333333333,3118.21,91,40,33,MEDIUM
CUST000906,23,27276.11,1185.9178260869564,9350.32,64,70,23,CRITICAL
CUST000907,20,21915.079999999998,1095.754,6654.67,53,55,20,HIGH
CUST000908,22,17488.97,794.9531818181819,4195.31,58,40,22,MEDIUM
CUST000909,24,22970.87,957.1195833333333,4128.19,91,55,24,HIGH
CUST000910,25,26737.34,1069.4936,6445.1,67,55,25,HIGH
CUST000911,20,9957.710000000001,497.88550000000004,2220.63,52,40,20,MEDIUM
CUST000912,27,13653.52,505.6859259259259,2506.03,75,40,27,MEDIUM
CUST000913,24,12036.23,501.5095833333333,3221.87,60,40,24,MEDIUM
CUST000914,19,10019.8,527.357894736842,2077.93,52,40,19,MEDIUM
CUST000915,25,23367.86,934.7144000000001,6839.71,64,50,25,HIGH
CUST000916,30,39092.009999999995,1303.0669999999998,11672.07,82,65,30,HIGH
CUST000917,30,29225.34,974.178,6042.48,83,70,30,CRITICAL
CUST000918,19,10593.19,557.5363157894737,2018.56,48,40,19,MEDIUM
CUST000919,21,14519.89,691.4233333333333,3960.19,55,40,21,MEDIUM
CUST000920,19,13953.42,734.3905263157894,3381.44,44,35,19,MEDIUM
CUST000921,17,8820.82,518.8717647058824,2138.14,46,40,17,MEDIUM
CUST000922,24,16646.649999999998,693.6104166666665,4810.36,62,40,24,MEDIUM
CUST000923,24,13092.18,545.5075,1629.16,61,35,24,MEDIUM
CUST000924,33,21254.64,644.0799999999999,8077.44,88,65,33,HIGH
CUST000925,30,22093.79,736.4596666666667,5853.89,82,55,30,HIGH
CUST000926,26,39064.27,1502.4719230769228,10221.49,78,70,26,CRITICAL
CUST000927,27,10310.05,381.8537037037037,1930.2,72,40,27,MEDIUM
CUST000928,26,9408.449999999999,361.8634615384615,1961.09,77,40,26,MEDIUM
CUST000929,14,7833.97,559.5692857142857,1556.04,37,40,14,MEDIUM
CUST000930,18,16481.829999999998,915.6572222222221,7246.23,44,55,18,HIGH
CUST000931,19,12388.130000000001,652.0068421052632,1874.8,48,40,19,MEDIUM
CUST000932,20,13088.56,654.428,2849.17,51,40,20,MEDIUM
CUST000933,21,13675.35,651.2071428571429,3105.14,59,50,21,HIGH
CUST000934,24,13911.81,579.6587499999999,2204.31,60,35,24,MEDIUM
CUST000935,19,20814.0,1095.4736842105262,10206.7,52,50,19,HIGH
CUST000936,24,14884.39,620.1829166666666,2767.38,63,40,24,MEDIUM
CUST000937,25,22541.39,901.6555999999999,4475.17,65,40,25,MEDIUM
CUST000938,19,26323.31,1385.4373684210527,7466.35,58,70,19,CRITICAL
CUST000939,24,14617.61,609.0670833333334,2913.57,85,50,24,HIGH
CUST000940,15,8506.53,567.1020000000001,3357.4,42,40,15,MEDIUM
CUST000941,30,14513.34,483.778,3021.19,77,40,30,MEDIUM
CUST000942,28,20692.85,739.030357142857,12021.63,74,55,28,HIGH
CUST000943,27,15806.23,585.4159259259259,2522.82,68,40,27,MEDIUM
CUST000944,21,24056.809999999998,1145.5623809523809,7381.57,57,55,21,HIGH
CUST000945,29,17503.52,603.5696551724138,5062.6,74,55,29,HIGH
CUST000946,27,10711.72,396.73037037037034,2745.34,102,90,27,CRITICAL
CUST000947,21,11335.85,539.802380952381,1417.43,76,55,21,HIGH
CUST000948,22,19963.93,907.4513636363637,5077.97,60,55,22,HIGH
CUST000949,27,17480.39,647.4218518518518,3033.53,74,40,27,MEDIUM
CUST000950,29,25679.68,885.5062068965517,7293.26,80,50,29,HIGH
CUST000951,26,22203.05,853.9634615384615,5304.53,69,65,26,HIGH
CUST000952,33,26192.55,793.7136363636364,6349.44,89,50,33,HIGH
CUST000953,24,14119.16,588.2983333333333,3776.1,60,35,24,MEDIUM
CUST000954,21,10847.15,516.5309523809524,2281.11,79,55,21,HIGH
CUST000955,17,15731.1,925.3588235294118,5503.27,50,50,17,HIGH
CUST000956,30,21854.989999999998,728.4996666666666,4756.82,81,40,30,MEDIUM
CUST000957,27,16301.3,603.7518518518518,2383.88,68,40,27,MEDIUM
CUST000958,19,29330.65,1543.7184210526316,9788.85,54,70,19,CRITICAL
CUST000959,28,25297.29,903.4746428571428,5515.54,73,50,28,HIGH
CUST000960,24,19396.39,808.1829166666666,3253.94,90,55,24,HIGH
CUST000961,21,8788.86,418.51714285714286,1837.32,52,40,21,MEDIUM
CUST000962,25,18800.82,752.0328,6514.71,69,50,25,HIGH
CUST000963,31,26426.149999999998,852.4564516129032,8550.49,85,65,31,HIGH
CUST000964,27,17793.54,659.02,3561.78,73,40,27,MEDIUM
CUST000965,30,19706.52,656.884,3232.41,85,40,30,MEDIUM
CUST000966,28,11270.53,402.5189285714286,1462.88,78,40,28,MEDIUM
CUST000967,24,12619.14,525.7975,4040.41,61,40,24,MEDIUM
CUST000968,31,14008.58,451.8896774193548,3691.75,87,40,31,MEDIUM
CUST000969,21,7952.33,378.6823809523809,1138.01,63,40,21,MEDIUM
CUST000970,29,19425.48,669.8441379310344,4358.7,81,40,29,MEDIUM
CUST000971,12,8745.74,728.8116666666666,1849.31,30,35,12,MEDIUM
CUST000972,29,17037.23,587.4906896551724,3268.24,84,40,29,MEDIUM
CUST000973,27,25461.64,943.0237037037036,3193.97,73,40,27,MEDIUM
CUST000974,23,28052.43,1219.6708695652173,5659.62,84,65,23,HIGH
CUST000975,28,30056.45,1073.444642857143,15558.81,76,70,28,CRITICAL
CUST000976,27,18017.04,667.2977777777778,3299.58,66,40,27,MEDIUM
CUST000977,19,18172.46,956.4452631578947,10045.25,57,70,19,CRITICAL
CUST000978,19,21849.62,1149.98,4701.43,68,50,19,HIGH
CUST000979,17,8584.15,504.95,2139.47,67,50,17,HIGH
CUST000980,21,10364.460000000001,493.5457142857143,2184.61,50,35,21,MEDIUM
CUST000981,22,10857.07,493.5031818181818,1403.35,61,40,22,MEDIUM
CUST000982,18,8619.16,478.84222222222223,1566.42,51,40,18,MEDIUM
CUST000983,19,17212.95,905.9447368421053,3642.62,73,50,19,HIGH
CUST000984,23,10676.890000000001,464.21260869565225,1884.66,70,40,23,MEDIUM
CUST000985,32,29217.56,913.04875,3567.06,82,40,32,MEDIUM
CUST000986,28,18577.49,663.4817857142858,2885.6,74,40,28,MEDIUM
CUST000987,27,15826.59,586.17,2222.96,76,40,27,MEDIUM
CUST000988,26,8625.13,331.7357692307692,1807.25,73,40,26,MEDIUM
CUST000989,13,6660.11,512.3161538461538,1173.57,21,20,0,LOW
CUST000990,22,9045.56,411.16181818181815,1718.17,58,40,22,MEDIUM
CUST000991,25,13223.79,528.9516,1791.08,69,40,25,MEDIUM
CUST000992,19,19547.46,1028.8136842105262,4625.7,30,20,0,LOW
CUST000993,18,14197.57,788.7538888888889,3023.35,46,35,18,MEDIUM
CUST000994,23,9866.64,428.98434782608695,1743.58,62,40,23,MEDIUM
CUST000995,16,7702.76,481.4225,1320.24,49,40,16,MEDIUM
CUST000996,25,19265.85,770.6339999999999,2751.81,73,40,25,MEDIUM
CUST000997,21,13421.0,639.0952380952381,2796.83,56,40,21,MEDIUM
CUST000998,21,9562.15,455.3404761904762,2248.71,62,40,21,MEDIUM
CUST000999,24,16257.619999999999,677.4008333333333,3737.41,58,40,24,MEDIUM
CUST001000,16,11753.92,734.62,2825.05,45,40,16,MEDIUM
CUST001001,23,11632.38,505.755652173913,2550.58,58,40,23,MEDIUM
CUST001002,27,21896.34,810.9755555555556,10569.25,83,75,27,CRITICAL
CUST001003,21,11314.3,538.7761904761904,4784.18,73,90,21,CRITICAL
CUST001004,26,19021.89,731.6111538461538,2633.22,65,35,26,MEDIUM
CUST001005,29,16544.09,570.4858620689655,2687.6,74,40,29,MEDIUM
CUST001006,18,16434.4,913.0222222222224,2568.03,50,40,18,MEDIUM
CUST001007,23,23351.46,1015.2808695652174,5389.62,63,50,23,HIGH
CUST001008,26,26603.45,1023.2096153846154,3545.71,72,40,26,MEDIUM
CUST001009,14,13560.98,968.6414285714285,4874.75,54,55,14,HIGH
CUST001010,22,10253.85,466.08409090909095,1553.62,56,40,22,MEDIUM
CUST001011,28,10587.789999999999,378.1353571428571,2800.12,77,40,28,MEDIUM
CUST001012,17,7504.38,441.4341176470588,1641.19,45,35,17,MEDIUM
CUST001013,24,22045.79,918.5745833333334,8830.98,67,65,24,HIGH
CUST001014,31,27222.86,878.1567741935484,5956.42,90,55,31,HIGH
CUST001015,23,14987.240000000002,651.6191304347827,5161.47,64,60,23,HIGH
CUST001016,19,8203.22,431.74842105263156,2509.39,50,40,19,MEDIUM
CUST001017,20,14399.92,719.996,2193.98,50,40,20,MEDIUM
CUST001018,21,13413.01,638.7147619047619,2717.89,56,40,21,MEDIUM
CUST001019,24,29341.89,1222.57875,9365.17,92,80,24,CRITICAL
CUST001020,23,17154.02,745.8269565217391,3835.39,62,40,23,MEDIUM
CUST001021,15,10308.23,687.2153333333333,2949.61,38,35,15,MEDIUM
CUST001022,17,9518.539999999999,559.9141176470588,1493.99,46,40,17,MEDIUM
CUST001023,25,17252.25,690.09,2606.62,67,40,25,MEDIUM
CUST001024,17,25250.02,1485.295294117647,7999.32,44,50,17,HIGH
CUST001025,16,12750.0,796.875,3117.58,41,40,16,MEDIUM
CUST001026,20,20343.48,1017.174,8960.63,53,65,20,HIGH
CUST001027,25,11246.37,449.8548,3324.09,64,40,25,MEDIUM
CUST001028,11,10782.04,980.1854545454546,4847.39,28,40,11,MEDIUM
CUST001029,23,11294.66,491.07217391304346,1955.45,65,40,23,MEDIUM
CUST001030,28,16282.38,581.5135714285714,4281.45,76,40,28,MEDIUM
CUST001031,17,7510.469999999999,441.79235294117643,1347.34,47,40,17,MEDIUM
CUST001032,11,5059.4,459.94545454545454,1257.2,31,40,11,MEDIUM
CUST001033,30,20849.07,694.9689999999999,3328.88,80,40,30,MEDIUM
CUST001034,24,34207.21,1425.3004166666667,7688.06,60,55,24,HIGH
CUST001035,23,17682.11,768.7873913043478,2355.2,64,40,23,MEDIUM
CUST001036,14,8682.64,620.1885714285714,3689.41,35,35,14,MEDIUM
CUST001037,27,9955.85,368.7351851851852,1858.22,71,40,27,MEDIUM
CUST001038,29,30181.96,1040.7572413793102,5590.41,76,50,29,HIGH
CUST001039,26,16822.43,647.0165384615385,4385.58,63,35,26,MEDIUM
CUST001040,28,14479.34,517.1192857142858,1940.07,73,40,28,MEDIUM
CUST001041,24,23509.29,979.55375,5283.94,65,50,24,HIGH
CUST001042,27,19417.26,719.1577777777777,3481.96,71,35,27,MEDIUM
CUST001043,26,12424.0,477.84615384615387,1670.18,68,40,26,MEDIUM
CUST001044,22,11814.72,537.0327272727272,2559.78,54,40,22,MEDIUM
CUST001045,22,15327.47,696.7031818181817,2675.92,57,40,22,MEDIUM
CUST001046,25,24897.03,995.8811999999999,4329.39,64,40,25,MEDIUM
CUST001047,30,26830.56,894.3520000000001,2686.83,80,40,30,MEDIUM
CUST001048,26,20723.71,797.0657692307692,6369.54,69,55,26,HIGH
CUST001049,33,35080.23,1063.037272727273,8143.1,96,70,33,CRITICAL
CUST001050,20,58575.53,2928.7765,49642.54,54,80,20,CRITICAL
CUST001051,19,12596.38,662.9673684210526,3568.22,53,40,19,MEDIUM
CUST001052,17,8720.960000000001,512.9976470588235,1415.27,47,40,17,MEDIUM
CUST001053,25,11408.78,456.3512,3022.44,71,40,25,MEDIUM
CUST001054,14,7384.4800000000005,527.4628571428572,3573.86,39,40,14,MEDIUM
CUST001055,25,24028.35,961.1339999999999,6345.07,67,55,25,HIGH
CUST001056,30,32407.760000000002,1080.2586666666668,8896.09,75,70,30,CRITICAL
CUST001057,26,10831.24,416.5861538461538,1170.63,71,40,26,MEDIUM
CUST001058,20,13692.37,684.6185,2645.36,49,40,20,MEDIUM
CUST001059,30,14913.93,497.13100000000003,2509.31,80,40,30,MEDIUM
CUST001060,24,10896.630000000001,454.02625000000006,2214.35,62,35,24,MEDIUM
CUST001061,25,37481.28,1499.2512,10064.17,72,60,25,HIGH
CUST001062,24,16863.41,702.6420833333333,2702.64,60,40,24,MEDIUM
CUST001063,19,11172.16,588.0084210526315,4357.58,46,40,19,MEDIUM
CUST001064,26,38328.53,1474.1742307692307,10591.46,75,60,26,HIGH
CUST001065,29,12514.65,431.5396551724138,1959.3,76,40,29,MEDIUM
CUST001066,22,14524.300000000001,660.1954545454546,6339.02,62,55,22,HIGH
CUST001067,21,42969.2,2046.1523809523808,33665.72,60,80,21,CRITICAL
CUST001068,20,9601.23,480.06149999999997,1428.65,52,35,20,MEDIUM
CUST001069,25,13115.05,524.602,1522.63,68,35,25,MEDIUM
CUST001070,15,14943.25,996.2166666666667,10317.49,75,95,15,CRITICAL
CUST001071,23,16508.75,717.7717391304348,3297.4,80,45,23,MEDIUM
CUST001072,24,13856.92,577.3716666666667,5150.25,63,50,24,HIGH
CUST001073,20,10257.66,512.883,2071.37,49,35,20,MEDIUM
CUST001074,25,29525.039999999997,1181.0015999999998,13275.32,68,55,25,HIGH
CUST001075,24,24306.940000000002,1012.7891666666668,8208.49,59,65,24,HIGH
CUST001076,31,46307.66,1493.795483870968,17713.41,84,55,31,HIGH
CUST001077,21,11834.33,563.5395238095238,2807.39,53,35,21,MEDIUM
CUST001078,22,15569.550000000001,707.7068181818182,4128.34,57,40,22,MEDIUM
CUST001079,26,16445.6,632.5230769230768,4580.52,73,40,26,MEDIUM
CUST001080,35,23713.74,677.5354285714286,3359.19,95,40,35,MEDIUM
CUST001081,25,41837.509999999995,1673.5004,18435.48,70,70,25,CRITICAL
CUST001082,19,6568.46,345.7084210526316,1108.79,31,20,0,LOW
CUST001083,32,24054.32,751.6975,4414.83,118,55,32,HIGH
CUST001084,16,9668.27,604.266875,5604.63,45,55,16,HIGH
CUST001085,24,26094.64,1087.2766666666666,6412.89,70,55,24,HIGH
CUST001086,27,18062.45,668.9796296296297,5707.55,70,55,27,HIGH
CUST001087,23,18636.49,810.2821739130435,4762.85,66,40,23,MEDIUM
CUST001088,18,13921.220000000001,773.4011111111112,2826.77,50,40,18,MEDIUM
CUST001089,19,12952.78,681.7252631578948,3447.51,69,55,19,HIGH
CUST001090,31,22095.3,712.7516129032258,3124.08,83,40,31,MEDIUM
CUST001091,39,26796.15,687.0807692307693,7200.34,103,65,39,HIGH
CUST001092,30,17237.0,574.5666666666667,5056.89,72,50,30,HIGH
CUST001093,23,20222.12,879.2226086956522,6543.64,88,70,23,CRITICAL
CUST001094,25,16272.33,650.8932,4327.8,63,35,25,MEDIUM
CUST001095,27,11534.1,427.1888888888889,2138.16,80,40,27,MEDIUM
CUST001096,18,13030.039999999999,723.8911111111111,7350.03,48,60,18,HIGH
CUST001097,14,10966.18,783.2985714285714,3543.48,37,40,14,MEDIUM
CUST001098,22,23007.949999999997,1045.815909090909,8765.21,63,70,22,CRITICAL
CUST001099,40,24611.07,615.27675,2771.27,109,40,40,MEDIUM
CUST001100,22,14435.17,656.1440909090909,2579.66,60,40,22,MEDIUM
CUST001101,23,27365.56,1189.8069565217393,11708.68,65,50,23,HIGH
CUST001102,23,16246.05,706.35,2645.75,60,40,23,MEDIUM
CUST001103,25,14183.78,567.3512000000001,1917.53,63,40,25,MEDIUM
CUST001104,26,24653.05,948.1942307692308,7883.38,69,50,26,HIGH
CUST001105,19,8500.94,447.41789473684213,1862.91,72,55,19,HIGH
CUST001106,26,51830.00000000001,1993.4615384615388,23714.9,73,70,26,CRITICAL
CUST001107,15,24857.39,1657.1593333333333,9061.57,45,85,15,CRITICAL
CUST001108,32,20029.27,625.9146875,3112.59,78,35,32,MEDIUM
CUST001109,18,8847.86,491.5477777777778,1862.61,52,40,18,MEDIUM
CUST001110,23,19706.61,856.8091304347827,9355.33,59,90,23,CRITICAL
CUST001111,21,8995.42,428.35333333333335,2184.83,54,40,21,MEDIUM
CUST001112,22,18052.61,820.5731818181819,8854.26,64,85,22,CRITICAL
CUST001113,20,14223.529999999999,711.1764999999999,2647.99,58,40,20,MEDIUM
CUST001114,27,13590.04,503.3348148148148,3929.34,126,65,27,HIGH
CUST001115,26,22089.39,849.5919230769231,7485.01,72,70,26,CRITICAL
CUST001116,16,6027.99,376.749375,1519.66,40,35,16,MEDIUM
CUST001117,28,25227.05,900.9660714285714,3091.72,70,40,28,MEDIUM
CUST001118,26,26828.4,1031.8615384615384,5318.25,68,55,26,HIGH
CUST001119,20,24097.74,1204.8870000000002,8737.77,55,65,20,HIGH
CUST001120,25,33894.02,1355.7607999999998,7108.49,71,55,25,HIGH
CUST001121,16,14142.59,883.911875,8077.99,48,80,16,CRITICAL
CUST001122,32,25386.25,793.3203125,3810.24,89,40,32,MEDIUM
CUST001123,29,24459.53,843.4320689655171,7979.11,74,55,29,HIGH
CUST001124,30,19874.24,662.4746666666667,3436.97,108,55,30,HIGH
CUST001125,19,15573.0,819.6315789473684,3888.8,52,40,19,MEDIUM
CUST001126,19,15262.68,803.2989473684211,7306.23,51,50,19,HIGH
CUST001127,21,8406.8,400.3238095238095,1153.79,55,40,21,MEDIUM
CUST001128,23,16383.64,712.3321739130434,4750.21,60,40,23,MEDIUM
CUST001129,29,27983.74,964.956551724138,9089.5,78,85,29,CRITICAL
CUST001130,16,15618.869999999999,976.1793749999999,3476.66,48,40,16,MEDIUM
CUST001131,21,15198.93,723.7585714285715,4157.41,59,40,21,MEDIUM
CUST001132,25,13523.22,540.9288,2949.37,65,40,25,MEDIUM
CUST001133,33,15952.97,483.4233333333333,3501.4,85,35,33,MEDIUM
CUST001134,20,17610.77,880.5385,5024.08,77,70,20,CRITICAL
CUST001135,21,9759.699999999999,464.74761904761897,2073.91,57,40,21,MEDIUM
CUST001136,25,23931.48,957.2592,3418.53,65,40,25,MEDIUM
CUST001137,35,16522.87,472.082,1750.72,92,40,35,MEDIUM
CUST001138,22,12917.39,587.1540909090909,3065.64,61,40,22,MEDIUM
CUST001139,14,23555.42,1682.53,12185.48,42,50,14,HIGH
CUST001140,17,15604.22,917.895294117647,5950.36,46,50,17,HIGH
CUST001141,28,12268.36,438.1557142857143,4131.07,73,40,28,MEDIUM
CUST001142,23,18509.71,804.77,5401.29,59,50,23,HIGH
CUST001143,26,55659.06999999999,2140.733461538461,42705.68,76,80,26,CRITICAL
CUST001144,35,19164.989999999998,547.5711428571428,2338.99,96,40,35,MEDIUM
CUST001145,21,12748.380000000001,607.0657142857143,3413.21,57,40,21,MEDIUM
CUST001146,37,30052.899999999998,812.2405405405405,5627.48,105,55,37,HIGH
CUST001147,26,19366.83,744.878076923077,4053.97,76,40,26,MEDIUM
CUST001148,21,23036.829999999998,1096.9919047619046,12034.64,51,55,21,HIGH
CUST001149,26,16220.37,623.8603846153846,5456.72,72,55,26,HIGH
CUST001150,37,20918.76,565.3718918918919,2383.44,138,55,37,HIGH
CUST001151,23,22035.45,958.0630434782609,5009.16,59,55,23,HIGH
CUST001152,21,32789.3,1561.3952380952383,24426.68,57,65,21,HIGH
CUST001153,28,19313.72,689.7757142857143,4044.76,79,40,28,MEDIUM
CUST001154,15,7628.47,508.5646666666667,1206.06,36,35,15,MEDIUM
CUST001155,17,9685.67,569.7452941176471,2768.09,43,40,17,MEDIUM
CUST001156,27,19563.81,724.5855555555556,3514.51,70,40,27,MEDIUM
CUST001157,23,10266.62,446.3747826086957,2606.63,63,40,23,MEDIUM
CUST001158,18,9672.59,537.3661111111111,1487.48,52,40,18,MEDIUM
CUST001159,21,14368.55,684.2166666666666,4042.02,72,50,21,HIGH
CUST001160,24,10107.08,421.12833333333333,1932.82,64,40,24,MEDIUM
CUST001161,24,11495.17,478.96541666666667,2073.66,84,55,24,HIGH
CUST001162,25,16516.8,660.672,3611.43,71,40,25,MEDIUM
CUST001163,25,13342.25,533.69,2910.34,68,40,25,MEDIUM
CUST001164,28,18156.38,648.4421428571429,3333.74,102,50,28,HIGH
CUST001165,18,22734.47,1263.0261111111113,4008.17,47,40,18,MEDIUM
CUST001166,29,19976.34,688.8393103448276,3145.27,74,35,29,MEDIUM
CUST001167,18,7124.0,395.77777777777777,1021.97,48,40,18,MEDIUM
CUST001168,34,34175.89,1005.1732352941176,7036.19,94,50,34,HIGH
CUST001169,32,20559.34,642.479375,5010.86,85,50,32,HIGH
CUST001170,23,24476.35,1064.1891304347826,3884.32,68,40,23,MEDIUM
CUST001171,13,21519.74,1655.3646153846155,12071.53,37,50,13,HIGH
CUST001172,17,9919.79,583.5170588235295,3533.61,41,35,17,MEDIUM
CUST001173,21,12069.65,574.745238095238,2483.18,58,40,21,MEDIUM
CUST001174,16,15480.09,967.505625,7923.46,46,50,16,HIGH
CUST001175,18,8594.08,477.44888888888886,1570.19,65,55,18,HIGH
CUST001176,30,18257.63,608.5876666666667,2487.44,108,50,30,HIGH
CUST001177,36,23325.38,647.9272222222222,6756.53,102,70,36,CRITICAL
CUST001178,26,14581.62,560.8315384615385,1791.16,66,35,26,MEDIUM
CUST001179,26,18755.72,721.3738461538462,3776.98,69,40,26,MEDIUM
CUST001180,21,11742.14,559.1495238095238,2203.79,60,40,21,MEDIUM
CUST001181,25,20930.48,837.2192,7230.52,62,50,25,HIGH
CUST001182,19,6368.72,335.1957894736842,2442.77,48,40,19,MEDIUM
CUST001183,18,15976.25,887.5694444444445,3657.86,48,40,18,MEDIUM
CUST001184,25,14665.7,586.628,2707.04,69,40,25,MEDIUM
CUST001185,21,17238.92,820.9009523809523,4372.89,56,40,21,MEDIUM
CUST001186,16,16153.1,1009.56875,7549.79,74,100,16,CRITICAL
CUST001187,24,21803.69,908.4870833333333,5235.98,67,55,24,HIGH
CUST001188,24,14905.96,621.0816666666666,4209.03,65,40,24,MEDIUM
CUST001189,35,28063.46,801.8131428571428,7301.6,95,55,35,HIGH
CUST001190,26,19085.34,734.0515384615385,3614.81,65,40,26,MEDIUM
CUST001191,23,16289.68,708.2469565217391,5121.28,65,60,23,HIGH
CUST001192,19,15018.35,790.4394736842105,4014.59,53,40,19,MEDIUM
CUST001193,17,9031.1,531.2411764705882,1816.83,48,40,17,MEDIUM
CUST001194,26,10291.88,395.84153846153845,1799.55,71,40,26,MEDIUM
CUST001195,26,14911.01,573.5003846153846,2538.99,81,55,26,HIGH
CUST001196,20,10367.42,518.371,1790.56,51,35,20,MEDIUM
CUST001197,28,19138.11,683.5039285714286,4274.26,76,40,28,MEDIUM
CUST001198,21,13923.220000000001,663.0104761904762,6624.96,55,50,21,HIGH
CUST001199,33,17253.260000000002,522.8260606060607,2300.58,116,55,33,HIGH
CUST001200,17,9882.32,581.3129411764705,2767.02,42,40,17,MEDIUM
CUST001201,33,16391.63,496.71606060606064,2778.57,90,40,33,MEDIUM
CUST001202,31,17502.32,564.5909677419355,2707.5,112,50,31,HIGH
CUST001203,21,29307.73,1395.6061904761905,6064.19,61,55,21,HIGH
CUST001204,23,8418.27,366.0117391304348,2240.19,68,40,23,MEDIUM
CUST001205,37,28939.36,782.1448648648649,4989.13,99,40,37,MEDIUM
CUST001206,27,38595.72,1429.4711111111112,20061.14,75,55,27,HIGH
CUST001207,29,13461.93,464.2044827586207,2677.11,78,35,29,MEDIUM
CUST001208,21,11711.35,557.6833333333334,1587.44,55,35,21,MEDIUM
CUST001209,15,15601.949999999999,1040.1299999999999,8628.51,27,45,1,MEDIUM
CUST001210,24,21721.2,905.0500000000001,9052.25,67,65,24,HIGH
CUST001211,32,25748.57,804.6428125,4232.09,91,40,32,MEDIUM
CUST001212,20,15049.72,752.486,3324.1,56,40,20,MEDIUM
CUST001213,28,16767.0,598.8214285714286,2339.19,81,40,28,MEDIUM
CUST001214,23,18669.96,811.7373913043477,6975.14,61,55,23,HIGH
CUST001215,21,12708.06,605.1457142857142,2250.36,76,55,21,HIGH
CUST001216,27,16978.58,628.8362962962964,2586.32,66,40,27,MEDIUM
CUST001217,21,16515.0,786.4285714285714,4568.61,59,40,21,MEDIUM
CUST001218,21,34425.24,1639.2971428571427,14273.76,54,55,21,HIGH
CUST001219,35,16497.31,471.3517142857143,2073.95,96,40,35,MEDIUM
CUST001220,29,14139.46,487.5675862068965,5605.0,78,50,29,HIGH
CUST001221,20,23166.59,1158.3295,11157.35,56,55,20,HIGH
CUST001222,23,20802.58,904.46,4414.58,59,40,23,MEDIUM
CUST001223,24,14963.539999999999,623.4808333333333,3224.24,68,45,24,MEDIUM
CUST001224,19,18185.79,957.1468421052632,3903.7,53,40,19,MEDIUM
CUST001225,24,44696.07,1862.33625,11413.98,73,70,24,CRITICAL
CUST001226,28,19256.87,687.7453571428571,3030.01,74,40,28,MEDIUM
CUST001227,36,20339.46,564.985,1905.05,97,40,36,MEDIUM
CUST001228,20,10059.24,502.962,2559.58,53,40,20,MEDIUM
CUST001229,27,19848.66,735.1355555555556,3469.77,72,40,27,MEDIUM
CUST001230,21,14538.43,692.3061904761905,2957.27,75,50,21,HIGH
CUST001231,32,28049.55,876.5484375,6997.68,81,50,32,HIGH
CUST001232,23,22695.48,986.76,5828.99,68,50,23,HIGH
CUST001233,18,14956.23,830.9016666666666,3273.27,47,40,18,MEDIUM
CUST001234,25,22209.52,888.3808,3653.04,69,40,25,MEDIUM
CUST001235,29,26919.079999999998,928.2441379310344,6720.64,83,55,29,HIGH
CUST001236,21,11365.87,541.2319047619048,1292.46,58,40,21,MEDIUM
CUST001237,22,13600.2,618.1909090909091,2528.85,56,40,22,MEDIUM
CUST001238,27,16454.23,609.4159259259259,4284.89,80,40,27,MEDIUM
CUST001239,29,19442.99,670.4479310344828,3575.95,77,40,29,MEDIUM
