case_id,customer_id,case_priority,case_risk_level,highest_risk_score,alert_count,total_transaction_volume_usd,alert_transaction_volume_usd,customer_risk_rating,customer_type,occupation,annual_income_usd,expected_monthly_volume_usd,pep_flag,sanctions_flag,adverse_media_flag,red_flag_count,red_flag_codes,red_flag_descriptions,top_shap_drivers,primary_alert_type,primary_alert_reason,model_rule_agreement,preliminary_disposition,analyst_disposition,investigation_status,analyst_notes,escalation_required,sar_consideration
AML-CUST003628,CUST003628,P3,MEDIUM,37.25,16,27963.6,19623.58,,,,,,0,0,1,4,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,log_amount | transaction_hour | is_night_transaction | amount_deviation_from_average,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003781,CUST003781,P3,MEDIUM,37.25,23,39865.9,31924.93,,,,,,0,0,1,4,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,adverse_media_flag | log_amount | customer_max_transaction | channel_transaction_count | channel_transaction_ratio,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000721,CUST000721,P3,MEDIUM,37.0,22,18545.44,18545.44,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,international_ratio_24h | channel_transaction_ratio | unique_destination_countries,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001668,CUST001668,P3,MEDIUM,37.0,26,14217.38,14217.38,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002698,CUST002698,P3,MEDIUM,37.0,23,16282.09,16282.09,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002868,CUST002868,P3,MEDIUM,37.0,31,29473.1,29473.1,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003739,CUST003739,P3,MEDIUM,37.0,25,22213.5,22213.5,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | transaction_month | international_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004689,CUST004689,P3,MEDIUM,37.0,20,13561.97,13561.97,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | channel_transaction_ratio | is_small_cash_transaction | transaction_hour | is_night_transaction | international_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000732,CUST000732,P3,MEDIUM,35.5,18,26721.64,20458.85,,,,,,0,0,1,4,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001019,CUST001019,P3,MEDIUM,35.5,15,29341.89,20941.9,,,,,,0,0,1,4,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001697,CUST001697,P3,MEDIUM,35.5,15,29634.08,27162.47,,,,,,0,0,1,4,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,international_ratio_24h | is_small_cash_transaction | customer_max_transaction | transaction_hour | is_night_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001911,CUST001911,P3,MEDIUM,35.5,17,28621.65,21296.19,,,,,,0,0,1,4,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002174,CUST002174,P3,MEDIUM,35.5,16,24201.73,21640.38,,,,,,0,0,1,4,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000198,CUST000198,P3,MEDIUM,35.25,26,23692.63,23692.63,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | is_night_transaction | channel_transaction_ratio | channel_transaction_count | transaction_month,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000211,CUST000211,P3,MEDIUM,35.25,24,13676.94,13676.94,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | channel_transaction_ratio | channel_transaction_count,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000388,CUST000388,P3,MEDIUM,35.25,31,28148.86,28148.86,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | transaction_hour | international_ratio_24h | transaction_month | is_night_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000540,CUST000540,P3,MEDIUM,35.25,21,25793.61,25793.61,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000974,CUST000974,P3,MEDIUM,35.25,23,28052.43,28052.43,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,rapid_transaction_indicator | log_amount | international_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001296,CUST001296,P3,MEDIUM,35.25,30,29709.34,29709.34,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,international_ratio_24h | channel_transaction_count | channel_transaction_ratio,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001340,CUST001340,P3,MEDIUM,35.25,23,31948.36,31948.36,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001773,CUST001773,P3,MEDIUM,35.25,24,26054.3,26054.3,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001804,CUST001804,P3,MEDIUM,35.25,26,29153.1,29153.1,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | is_night_transaction | channel_transaction_ratio | international_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002038,CUST002038,P3,MEDIUM,35.25,20,22468.3,22468.3,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002336,CUST002336,P3,MEDIUM,35.25,22,14901.64,14901.64,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002619,CUST002619,P3,MEDIUM,35.25,24,21831.01,21831.01,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | international_ratio_24h | transaction_month | transaction_hour | is_night_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002629,CUST002629,P3,MEDIUM,35.25,28,19967.11,19967.11,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | is_night_transaction | transaction_month,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002660,CUST002660,P3,MEDIUM,35.25,20,34028.26,34028.26,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,log_amount | unique_destination_countries | channel_transaction_ratio | transaction_hour | transaction_month,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002719,CUST002719,P3,MEDIUM,35.25,27,33314.21,33314.21,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_month | is_night_transaction | channel_transaction_ratio,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST002731,CUST002731,P3,MEDIUM,35.25,27,15105.59,15105.59,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,international_ratio_24h | transactions_24h | cash_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST003969,CUST003969,P3,MEDIUM,35.25,26,25324.21,25324.21,,,,,,1,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_PEP,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Customer is marked with a PEP indicator in the synthetic dataset.,transaction_hour | is_night_transaction | customer_max_transaction | international_ratio_24h | transaction_month,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; PEP indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000011,CUST000011,P3,MEDIUM,35.0,22,216949.59,200405.2,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000012,CUST000012,P3,MEDIUM,35.0,19,197902.13,176652.83,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,log_amount | rapid_transaction_indicator | suspicious_transaction_ratio,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000013,CUST000013,P3,MEDIUM,35.0,20,202374.71,175980.46,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,log_amount | transactions_24h | rapid_transaction_indicator,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000014,CUST000014,P3,MEDIUM,35.0,20,204049.31,183357.34,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,transactions_24h | log_amount | rapid_transaction_indicator,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000015,CUST000015,P3,MEDIUM,35.0,19,204191.11,175713.47,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000016,CUST000016,P3,MEDIUM,35.0,19,204177.06,174767.01,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,log_amount | rapid_transaction_indicator | suspicious_transaction_ratio,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000017,CUST000017,P3,MEDIUM,35.0,20,198669.76,183119.06,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000018,CUST000018,P3,MEDIUM,35.0,19,195249.06,175843.64,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000019,CUST000019,P3,MEDIUM,35.0,19,196518.45,175501.1,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,log_amount | suspicious_transaction_ratio | rapid_transaction_indicator,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000020,CUST000020,P3,MEDIUM,35.0,19,210948.75,172360.53,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000021,CUST000021,P3,MEDIUM,35.0,19,203418.94,173358.25,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000022,CUST000022,P3,MEDIUM,35.0,19,206438.08,177019.04,,,,,,0,0,0,4,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES | RF_STRUCTURING,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties. | Multiple transactions observed in the synthetic structuring threshold range.,log_amount | rapid_transaction_indicator | suspicious_transaction_ratio,STRUCTURING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
