customer_id,transaction_count,alert_count,maximum_aml_risk_score,average_aml_risk_score,maximum_ml_score,maximum_rule_score,pep_indicator,sanctions_indicator,adverse_media_indicator,customer_alert_rate,customer_risk_level
CUST003785,25,0,22.75,11.83000834459504,0.0005143808689897935,65,0,0,0,0.0,LOW
CUST003892,29,0,22.75,12.189655178751101,3.0827736239556303e-07,65,0,0,0,0.0,LOW
CUST003907,26,0,22.75,12.384615392134098,3.9608715230963113e-07,65,0,0,0,0.0,LOW
CUST003926,25,0,22.75,12.11000013421326,8.387832697335605e-06,65,0,0,0,0.0,LOW
CUST003937,25,0,22.75,12.670000036938227,2.2971309502613984e-06,65,0,0,0,0.0,LOW
CUST003958,26,0,22.75,12.317307692444025,8.861618613927423e-09,65,0,0,0,0.0,LOW
CUST004046,34,0,22.75,12.558834159335916,0.0005818730616024561,65,0,0,0,0.0,LOW
CUST004092,24,0,22.75,12.469023862068179,0.01637534596565,65,0,0,0,0.0,LOW
CUST004097,30,0,22.75,12.19211612449138,0.029643503630130002,65,0,0,0,0.0,LOW
CUST004132,23,0,22.75,12.250000404690454,2.30996833386445e-05,65,0,0,0,0.0,LOW
CUST004212,26,0,22.75,12.182693635782142,8.489446965580449e-05,65,0,0,0,0.0,LOW
CUST004214,25,0,22.75,12.460000148375064,5.855734607356634e-06,65,0,0,0,0.0,LOW
CUST004274,30,0,22.75,11.900002651348608,0.00018832330018408024,65,0,0,0,0.0,LOW
CUST004283,26,0,22.75,12.115384628133665,8.282542652449285e-07,65,0,0,0,0.0,LOW
CUST004459,16,0,22.75,12.57812500069581,2.760154068771201e-08,65,0,0,0,0.0,LOW
CUST004485,24,0,22.75,12.468750365519478,2.082513124232963e-05,65,0,0,0,0.0,LOW
CUST004512,22,0,22.75,12.090909213087162,6.679892215512062e-06,65,0,0,0,0.0,LOW
CUST004535,31,0,22.75,12.080645223473546,4.2927471799037136e-06,65,0,0,0,0.0,LOW
CUST004538,21,0,22.75,12.416666666666961,1.5478419333589362e-11,65,0,0,0,0.0,LOW
CUST004560,27,0,22.75,11.990746945934358,0.0003611931448201384,65,0,0,0,0.0,LOW
CUST004563,29,0,22.75,11.827634967811719,0.0035329592265364463,65,0,0,0,0.0,LOW
CUST004582,24,0,22.75,12.32291727625907,3.655279436712934e-05,65,0,0,0,0.0,LOW
CUST004617,18,0,22.75,12.638889173331094,1.2796245479023206e-05,65,0,0,0,0.0,LOW
CUST004644,25,0,22.75,12.110000026700696,7.981853261934096e-07,65,0,0,0,0.0,LOW
CUST004673,29,0,22.75,11.706896713592938,8.617472711822918e-06,65,0,0,0,0.0,LOW
CUST004765,25,0,22.75,12.810013908620599,0.0008417696152495809,65,0,0,0,0.0,LOW
CUST004826,22,0,22.75,11.852279720978087,0.000272298494279504,65,0,0,0,0.0,LOW
CUST004827,26,0,22.75,12.250107087288823,0.006960513155624119,65,0,0,0,0.0,LOW
CUST004830,26,0,22.75,12.115384684643933,3.940591997990397e-06,65,0,0,0,0.0,LOW
CUST004871,32,0,22.75,11.539062533586012,1.848113915310181e-06,65,0,0,0,0.0,LOW
CUST004882,21,0,22.75,12.08333352790477,7.276595787448828e-06,65,0,0,0,0.0,LOW
CUST004901,30,0,22.75,11.95833381608059,3.596536645144041e-05,65,0,0,0,0.0,LOW
CUST004916,23,0,22.75,12.402187755096659,0.0007957043727125598,65,0,0,0,0.0,LOW
CUST004936,28,0,22.75,11.875000127280344,8.902188461229907e-06,65,0,0,0,0.0,LOW
CUST004961,26,0,22.75,12.384615478863946,6.1206033698484044e-06,65,0,0,0,0.0,LOW
CUST004999,29,0,22.75,12.068967016991339,9.56556958293398e-05,65,0,0,0,0.0,LOW
CUST003927,21,0,21.250000002776368,20.666666667387478,3.0843672380917337e-08,25,1,0,0,0.0,LOW
CUST001061,25,0,21.00063180486752,12.670025327928782,0.0015795121688021527,60,0,0,0,0.0,LOW
CUST002329,26,0,21.000004396285572,12.25000369689347,0.0001226858452095825,60,0,0,0,0.0,LOW
CUST004037,27,0,21.000002410435737,11.925926238754105,8.243094507153556e-06,60,0,0,0,0.0,LOW
CUST001064,26,0,21.000002318653923,12.855794450994333,0.0016335173681125074,60,0,0,0,0.0,LOW
CUST004696,24,0,21.000002040606475,12.03125033800623,1.5158053551231469e-05,60,0,0,0,0.0,LOW
CUST002596,26,0,21.000002022665427,12.384615510081193,5.056663563550552e-06,60,0,0,0,0.0,LOW
CUST004220,33,0,21.000000748257335,12.037888362603562,0.0007728679477397969,60,0,0,0,0.0,LOW
CUST003847,27,0,21.000000588252075,12.250000069292836,2.8180334816613724e-06,60,0,0,0,0.0,LOW
CUST002054,18,0,21.000000470967922,12.250000060831445,1.5599925475666873e-06,60,0,0,0,0.0,LOW
CUST003829,21,0,21.000000067190353,12.333333340003147,1.6797587891651922e-07,60,0,0,0,0.0,LOW
CUST002705,31,0,21.00000006322545,11.911339763702507,0.003831506513887839,60,0,0,0,0.0,LOW
CUST003016,24,0,21.000000021768315,11.812507327461924,0.0004322160193564107,60,0,0,0,0.0,LOW
CUST002484,37,0,21.00000001888377,12.013528957240949,0.0009688969510300491,60,0,0,0,0.0,LOW
CUST004780,21,0,21.00000000197962,12.7500000545708,1.5574380428958356e-06,60,0,0,0,0.0,LOW
CUST001537,25,0,21.000000000982542,12.110000009791257,5.128855452286191e-07,60,0,0,0,0.0,LOW
CUST004549,24,0,21.00000000066539,12.177084763969942,8.579312055303982e-05,60,0,0,0,0.0,LOW
CUST001335,31,0,21.000000000552824,12.024193819035684,2.012441046535541e-05,60,0,0,0,0.0,LOW
CUST004577,20,0,21.0000000003,12.337500241593876,9.771053193578601e-06,60,0,0,0,0.0,LOW
CUST002119,34,0,21.000000000120437,11.992647153600942,6.134076545740908e-06,60,0,0,0,0.0,LOW
CUST001746,22,0,21.00000000006981,11.852272727779608,2.7578197174924024e-08,60,0,0,0,0.0,LOW
CUST001523,27,0,21.000000000042505,11.990741466278356,4.897331495337729e-05,60,0,0,0,0.0,LOW
CUST002309,21,0,21.000000000023697,12.333333443858391,4.468742330019334e-06,60,0,0,0,0.0,LOW
CUST002193,21,0,21.000000000008722,12.166666680643543,6.327706873843819e-07,60,0,0,0,0.0,LOW
CUST001422,17,0,21.00000000000493,12.558823529917458,2.1479609511170526e-08,60,0,0,0,0.0,LOW
CUST002909,19,0,21.000000000002306,11.881578947368542,5.768025578337886e-12,60,0,0,0,0.0,LOW
CUST000002,28,0,21.0,12.50000007329007,4.497671374724769e-06,60,0,0,0,0.0,LOW
CUST000175,32,0,21.0,11.75806643869897,0.019825425928389998,60,0,0,0,0.0,LOW
CUST000237,23,0,21.0,12.097826304203789,6.385740321073435e-06,60,0,0,0,0.0,LOW
CUST000534,26,0,21.0,11.980769237326165,2.1181541562758062e-07,60,0,0,0,0.0,LOW
CUST000563,22,0,21.0,12.011365936563822,0.00012524845222431873,60,0,0,0,0.0,LOW
CUST000718,27,0,21.0,11.86111111332784,9.197671463253743e-08,60,0,0,0,0.0,LOW
CUST000769,21,0,21.0,12.500000101890313,3.4731350472647613e-06,60,0,0,0,0.0,LOW
CUST000896,26,0,21.0,12.317327429960974,0.0009106106124494982,60,0,0,0,0.0,LOW
CUST001015,23,0,21.0,12.097826108342298,1.2198992281800645e-06,60,0,0,0,0.0,LOW
CUST001096,18,0,21.0,11.958333364974429,1.0423340432597559e-06,60,0,0,0,0.0,LOW
CUST001191,23,0,21.0,12.17391305161894,2.390201452776334e-07,60,0,0,0,0.0,LOW
CUST001428,35,0,21.0,12.00000000373172,2.1666636107394108e-07,60,0,0,0,0.0,LOW
CUST001458,21,0,21.0,12.250000033697209,1.7676230921836975e-06,60,0,0,0,0.0,LOW
CUST001487,30,0,21.0,11.783335251409211,8.414661631305437e-05,60,0,0,0,0.0,LOW
CUST001514,24,0,21.0,11.885417037370102,1.3708463394580271e-05,60,0,0,0,0.0,LOW
CUST001665,24,0,21.0,12.322916950805194,1.343042765159661e-05,60,0,0,0,0.0,LOW
CUST001677,25,0,21.0,12.110000023223717,7.673943923589495e-07,60,0,0,0,0.0,LOW
CUST001694,30,0,21.0,11.783340814392414,0.0005443547230437921,60,0,0,0,0.0,LOW
CUST001757,29,0,21.0,12.068965623945171,6.37613715223945e-06,60,0,0,0,0.0,LOW
CUST001881,34,0,21.0,11.992647263834288,6.095702013321499e-06,60,0,0,0,0.0,LOW
CUST001965,22,0,21.0,12.011367629132103,0.0002173254493655586,60,0,0,0,0.0,LOW
CUST001982,20,0,21.0,11.900000007733869,3.8278021057344677e-07,60,0,0,0,0.0,LOW
CUST002050,30,0,21.0,12.308333345345515,4.743025748080119e-07,60,0,0,0,0.0,LOW
CUST002087,24,0,21.0,12.46875002050492,8.228225699151717e-07,60,0,0,0,0.0,LOW
CUST002207,28,0,21.0,11.937500000363418,1.4938075400985677e-08,60,0,0,0,0.0,LOW
CUST002343,22,0,21.0,12.170472274816921,0.0009749652478485762,60,0,0,0,0.0,LOW
CUST002375,26,0,21.0,11.913461607497451,3.1772283738963753e-06,60,0,0,0,0.0,LOW
CUST002395,30,0,21.0,12.191666758902219,6.584916545211745e-06,60,0,0,0,0.0,LOW
CUST002509,21,0,21.0,12.083333340809356,3.680101176400159e-07,60,0,0,0,0.0,LOW
CUST002742,30,0,21.0,11.841667268315586,4.1257545833025996e-05,60,0,0,0,0.0,LOW
CUST002864,19,0,21.0,11.881578947470972,4.870696803577999e-09,60,0,0,0,0.0,LOW
CUST002901,26,0,21.0,11.913461540781299,6.327776284744822e-08,60,0,0,0,0.0,LOW
CUST002983,28,0,21.0,11.750000017142481,9.097151280017862e-07,60,0,0,0,0.0,LOW
CUST003060,20,0,21.0,12.075000001756482,8.782418084069266e-08,60,0,0,0,0.0,LOW
CUST003068,24,0,21.0,12.177085072167793,0.00010421732928508631,60,0,0,0,0.0,LOW
CUST003211,18,0,21.0,12.833429747427665,0.004322690929536484,60,0,0,0,0.0,LOW
CUST003279,22,0,21.0,12.01136523081244,8.76819670470348e-05,60,0,0,0,0.0,LOW
CUST003362,27,0,21.0,12.185186110363361,5.937493148613e-05,60,0,0,0,0.0,LOW
CUST003400,21,0,21.0,12.000000000005842,1.5905943331986182e-10,60,0,0,0,0.0,LOW
CUST003449,29,0,21.0,12.008658000855464,0.0018150075091670774,60,0,0,0,0.0,LOW
CUST003518,26,0,21.0,12.451927439908367,0.00025843710569365585,60,0,0,0,0.0,LOW
CUST003607,19,0,21.0,12.15789479637399,2.8277643897823757e-06,60,0,0,0,0.0,LOW
CUST003674,23,0,21.0,12.021739130602876,8.370485772213542e-09,60,0,0,0,0.0,LOW
CUST003706,30,0,21.0,12.075354026396882,0.02506135593001,60,0,0,0,0.0,LOW
CUST003715,24,0,21.0,12.104177054436413,0.0003320545183009123,60,0,0,0,0.0,LOW
CUST003792,32,0,21.0,12.359375762677601,5.57129569854916e-05,60,0,0,0,0.0,LOW
CUST003848,25,0,21.0,12.320000453066365,1.0255018373296409e-05,60,0,0,0,0.0,LOW
CUST003915,19,0,21.0,12.065789494483035,8.97292213627168e-07,60,0,0,0,0.0,LOW
CUST003975,21,0,21.0,12.166666679593433,6.375422477566411e-07,60,0,0,0,0.0,LOW
CUST003988,22,0,21.0,11.454547227108941,7.806394890858551e-05,60,0,0,0,0.0,LOW
CUST004017,27,0,21.0,11.925954265988238,0.0019112750680289705,60,0,0,0,0.0,LOW
CUST004025,17,0,21.0,12.558825940884098,0.00010075945270731731,60,0,0,0,0.0,LOW
CUST004034,23,0,21.0,12.09782608742687,2.6789697334829966e-08,60,0,0,0,0.0,LOW
CUST004043,26,0,21.0,11.913462363083399,4.502562545639899e-05,60,0,0,0,0.0,LOW
CUST004060,25,0,21.0,12.1100000055117,3.258352565047849e-07,60,0,0,0,0.0,LOW
CUST004094,28,0,21.0,12.312500159053211,1.11158182755867e-05,60,0,0,0,0.0,LOW
CUST004135,18,0,21.0,12.250000137170508,6.153067592564807e-06,60,0,0,0,0.0,LOW
CUST004136,30,0,21.0,12.075000172914732,7.514587879434003e-06,60,0,0,0,0.0,LOW
CUST004165,25,0,21.0,11.760000001136683,6.907711303432259e-08,60,0,0,0,0.0,LOW
CUST004203,25,0,21.0,12.180000000076982,3.6613246601503086e-09,60,0,0,0,0.0,LOW
CUST004247,33,0,21.0,12.090909091755975,3.8643059141828884e-08,60,0,0,0,0.0,LOW
CUST004267,21,0,21.0,12.8333334021041,3.5850446517424374e-06,60,0,0,0,0.0,LOW
CUST004532,24,0,21.0,12.468750063123508,3.5846078166009385e-06,60,0,0,0,0.0,LOW
CUST004547,34,0,21.0,11.580938873108138,0.004776428263633773,60,0,0,0,0.0,LOW
CUST004548,36,0,21.0,11.812519777812945,0.001657447001885444,60,0,0,0,0.0,LOW
CUST004603,23,0,21.0,12.630434814464188,1.7948599810532663e-06,60,0,0,0,0.0,LOW
CUST004719,20,0,21.0,12.162500101050798,4.39270352254144e-06,60,0,0,0,0.0,LOW
CUST004732,27,0,21.0,11.666691415279528,0.0016390231042901341,60,0,0,0,0.0,LOW
CUST004762,19,0,21.0,11.881755778433012,0.008399467665956296,60,0,0,0,0.0,LOW
CUST004771,24,0,21.0,12.177083333427447,5.6467957855818725e-09,60,0,0,0,0.0,LOW
CUST004881,19,0,21.0,12.065789484806817,5.109102021971126e-07,60,0,0,0,0.0,LOW
CUST004899,23,0,21.0,11.565224574583535,0.00041206322699557436,60,0,0,0,0.0,LOW
CUST004919,19,0,21.0,12.434212993815422,0.00011628422255806829,60,0,0,0,0.0,LOW
CUST004990,21,0,21.0,12.250000015086094,7.9198696364689e-07,60,0,0,0,0.0,LOW
CUST004994,22,0,21.0,12.090911784216706,8.861362039894682e-05,60,0,0,0,0.0,LOW
CUST002729,27,0,19.31231891995812,11.993048955866081,0.1557972998953,55,0,0,0,0.0,LOW
CUST000601,28,0,19.258757296452504,12.312817530739386,0.02189324113126,55,0,0,0,0.0,LOW
CUST002226,33,0,19.253454902511486,12.356165566976518,0.008637256278713125,55,0,0,0,0.0,LOW
CUST004080,36,0,19.250564839681953,12.006960136304622,0.0014120992048829233,55,0,0,0,0.0,LOW
CUST002148,32,0,19.25035374899304,11.867199714246246,0.000884372482595372,55,0,0,0,0.0,LOW
CUST001076,31,0,19.250313442339696,12.08066490580758,0.0007836058492381975,55,0,0,0,0.0,LOW
CUST002035,31,0,19.250269415994474,12.250019572520403,0.0008258493986405162,55,0,0,0,0.0,LOW
CUST000494,23,0,19.250121142168457,11.945657445491102,0.00030285542114352184,55,0,0,0,0.0,LOW
CUST004026,24,0,19.25012080434453,12.10420909753921,0.0015773204207029598,55,0,0,0,0.0,LOW
CUST000736,32,0,19.250095602625983,11.976569380723724,0.00030598497898891996,55,0,0,0,0.0,LOW
CUST000852,31,0,19.250068106942834,12.25000345575474,0.00017026735708058132,55,0,0,0,0.0,LOW
CUST000496,28,0,19.250051780028468,11.687503544690143,0.0001294500711674931,55,0,0,0,0.0,LOW
CUST002805,21,0,19.250046418292044,12.333335550782925,0.0001160457301139298,55,0,0,0,0.0,LOW
CUST002964,33,0,19.250038350092424,11.984860572994796,0.0008970542513169774,55,0,0,0,0.0,LOW
CUST001034,24,0,19.250034884637504,11.812501455964389,8.721159375774823e-05,55,0,0,0,0.0,LOW
CUST002621,26,0,19.25003373592791,11.44231209886735,0.00019977589555102168,55,0,0,0,0.0,LOW
CUST001404,22,0,19.25003138247644,11.931819782042139,7.84561910964273e-05,55,0,0,0,0.0,LOW
CUST003078,29,0,19.250028762742346,11.887932048925254,7.190685586925302e-05,55,0,0,0,0.0,LOW
CUST000432,24,0,19.250025769436135,11.958335214208317,6.442359033404364e-05,55,0,0,0,0.0,LOW
CUST003432,34,0,19.250019619479154,12.044118271646033,4.904869788432266e-05,55,0,0,0,0.0,LOW
CUST002251,30,0,19.250017746859474,12.191667403308381,4.436714868260037e-05,55,0,0,0,0.0,LOW
CUST004880,28,0,19.250015045433358,12.000007196238272,0.0003054432054435943,55,0,0,0,0.0,LOW
CUST004015,29,0,19.250011393268828,11.94827910739078,0.0001537423430407983,55,0,0,0,0.0,LOW
CUST003787,28,0,19.250010154912605,12.312550935380775,0.0035400485465912294,55,0,0,0,0.0,LOW
CUST000925,30,0,19.250010112689107,11.958333780735012,2.528172276541382e-05,55,0,0,0,0.0,LOW
CUST002215,25,0,19.250005392225734,12.460000402578968,1.348056433964917e-05,55,0,0,0,0.0,LOW
CUST003153,26,0,19.25000534505057,12.250000212866782,1.336262642522788e-05,55,0,0,0,0.0,LOW
CUST001449,28,0,19.250005237456477,12.000000213342519,1.3093641193662194e-05,55,0,0,0,0.0,LOW
CUST004317,20,0,19.250002472655286,12.162500147082238,6.181638215020639e-06,55,0,0,0,0.0,LOW
CUST003384,28,0,19.250001965812608,12.000000235816458,1.1330591468357778e-05,55,0,0,0,0.0,LOW
CUST001587,31,0,19.250001952151717,12.02419375241157,1.0815782884549017e-05,55,0,0,0,0.0,LOW
CUST001055,25,0,19.25000169803916,11.900003964098552,0.00014086273740470328,55,0,0,0,0.0,LOW
CUST000418,36,0,19.250001554933068,11.763889272183697,3.0285218550891173e-05,55,0,0,0,0.0,LOW
CUST002149,24,0,19.250001332076273,12.17708371805435,1.959480590360482e-05,55,0,0,0,0.0,LOW
CUST001922,18,0,19.250001146370092,12.250007429981483,0.00031693140273228524,55,0,0,0,0.0,LOW
CUST000195,29,0,19.250000732829633,11.948276206042786,1.1819857400228828e-05,55,0,0,0,0.0,LOW
CUST004944,30,0,19.250000684485798,12.075000325911654,2.2709873464715428e-05,55,0,0,0,0.0,LOW
CUST001301,28,0,19.25000060162957,11.750000022477272,1.5040739222653244e-06,55,0,0,0,0.0,LOW
CUST000630,24,0,19.25000056057362,12.177083954546903,2.3506386226671483e-05,55,0,0,0,0.0,LOW
CUST001149,26,0,19.250000485248563,12.048078204289101,8.065721866820359e-05,55,0,0,0,0.0,LOW
CUST003504,31,0,19.25000032632704,12.475806569470015,6.8517936315552696e-06,55,0,0,0,0.0,LOW
CUST003157,24,0,19.250000266735036,12.250000012576026,6.668375876282779e-07,55,0,0,0,0.0,LOW
CUST003936,26,0,19.25000020592893,12.451923086712194,5.148223229826186e-07,55,0,0,0,0.0,LOW
CUST004892,22,0,19.250000174680576,12.011363644306693,4.367014384721146e-07,55,0,0,0,0.0,LOW
CUST002737,24,0,19.25000016982668,12.1041667394078,3.2320834536747324e-06,55,0,0,0,0.0,LOW
CUST004326,25,0,19.250000150731502,11.760000915667753,5.353205231832346e-05,55,0,0,0,0.0,LOW
CUST004506,19,0,19.25000013382231,12.065789480790112,3.3455578106374224e-07,55,0,0,0,0.0,LOW
CUST001601,31,0,19.25000010438345,11.798387133768797,2.4177691364736352e-06,55,0,0,0,0.0,LOW
CUST002995,31,0,19.250000091974446,11.629033977621424,0.00013205955638611192,55,0,0,0,0.0,LOW
CUST004295,29,0,19.250000079017642,11.827586818741327,3.853691542407845e-05,55,0,0,0,0.0,LOW
CUST001760,39,0,19.250000070178192,11.7564167733487,0.0005053113035483867,55,0,0,0,0.0,LOW
CUST000682,27,0,19.25000006327739,11.925927818393987,0.0001266687298235005,55,0,0,0,0.0,LOW
CUST004975,26,0,19.250000059166887,12.182692663577543,1.8465587974400556e-05,55,0,0,0,0.0,LOW
CUST004195,24,0,19.2500000585567,12.177095295297846,0.0007174844075553421,55,0,0,0,0.0,LOW
CUST003049,21,0,19.250000058111496,12.416666675306626,3.02770781764328e-07,55,0,0,0,0.0,LOW
CUST003486,25,0,19.2500000552389,12.040000014964264,7.485649704792182e-07,55,0,0,0,0.0,LOW
CUST002422,32,0,19.250000054648247,12.085938793891643,9.541338973039084e-05,55,0,0,0,0.0,LOW
CUST002962,19,0,19.250000050688048,12.434210966250925,1.9563390793390397e-05,55,0,0,0,0.0,LOW
CUST001830,27,0,19.250000039570747,12.31481483455369,1.2117185224827489e-06,55,0,0,0,0.0,LOW
CUST001294,20,0,19.250000034004884,11.987500001771513,8.501221447567371e-08,55,0,0,0,0.0,LOW
CUST004474,18,0,19.250000031978608,11.861111127026014,5.473164065880016e-07,55,0,0,0,0.0,LOW
CUST001726,28,0,19.25000003004338,12.000000186968148,1.3009699004158338e-05,55,0,0,0,0.0,LOW
CUST002330,25,0,19.2500000285961,12.110000135477815,7.707376921499845e-06,55,0,0,0,0.0,LOW
CUST002153,19,0,19.250000023907628,11.8815802050584,5.927107835882844e-05,55,0,0,0,0.0,LOW
CUST004952,22,0,19.250000022920926,12.329545455730935,5.7302310319111846e-08,55,0,0,0,0.0,LOW
CUST000382,21,0,19.250000022766503,12.000000236298984,1.2347755102393821e-05,55,0,0,0,0.0,LOW
CUST004319,24,0,19.250000022569676,12.468750026976755,1.2993018664129586e-06,55,0,0,0,0.0,LOW
CUST004484,21,0,19.25000001863033,12.333333341702417,3.474853802939891e-07,55,0,0,0,0.0,LOW
CUST001681,31,0,19.250000017580483,12.532426695115074,0.01305271470762,55,0,0,0,0.0,LOW
CUST000591,37,0,19.2500000152561,11.966216709973901,4.04552502470301e-05,55,0,0,0,0.0,LOW
CUST003896,19,0,19.250000015117532,12.61842105421231,3.7793833619599324e-08,55,0,0,0,0.0,LOW
CUST004637,24,0,19.250000014335054,12.614583342699001,2.949355492070061e-07,55,0,0,0,0.0,LOW
CUST002899,22,0,19.2500000131115,11.772727273653366,3.277874500662716e-08,55,0,0,0,0.0,LOW
CUST003962,21,0,19.25000001200192,11.833333353061747,8.606186542957927e-07,55,0,0,0,0.0,LOW
CUST004788,23,0,19.250000011808336,11.945652226879346,2.0973926607334773e-06,55,0,0,0,0.0,LOW
CUST001066,22,0,19.25000000862989,12.170454549022502,1.5651308988094897e-07,55,0,0,0,0.0,LOW
CUST003096,17,0,19.25000000809916,12.764705889246281,2.7226408756030253e-07,55,0,0,0,0.0,LOW
CUST002922,27,0,19.250000007611213,11.731518100573757,0.002471242308378059,55,0,0,0,0.0,LOW
CUST004147,30,0,19.25000000667374,12.016666698615643,2.2178459736794292e-06,55,0,0,0,0.0,LOW
CUST003597,17,0,19.250000006477887,11.941176477442,2.601528124037426e-07,55,0,0,0,0.0,LOW
CUST002885,22,0,19.250000005317123,11.852272734018193,2.9293296733177214e-07,55,0,0,0,0.0,LOW
CUST001381,27,0,19.25000000504899,11.990743719401657,0.00010019308472478365,55,0,0,0,0.0,LOW
CUST001014,31,0,19.25000000481864,12.250000000896812,5.6390866060035375e-08,55,0,0,0,0.0,LOW
CUST003726,22,0,19.25000000459386,12.011363639973034,1.557191029269119e-07,55,0,0,0,0.0,LOW
CUST003897,25,0,19.25000000439023,12.040008256534897,0.0005009729466759602,55,0,0,0,0.0,LOW
CUST003240,24,0,19.250000004319133,12.031251362639509,8.124107619698303e-05,55,0,0,0,0.0,LOW
CUST002642,21,0,19.25000000304158,12.000000320738494,1.6831104637880516e-05,55,0,0,0,0.0,LOW
CUST004557,27,0,19.250000003023732,11.79629631113459,5.756985236949953e-07,55,0,0,0,0.0,LOW
CUST004693,26,0,19.25000000250159,11.644230811204437,2.093159811323633e-06,55,0,0,0,0.0,LOW
CUST000407,17,0,19.250000002387793,12.250000145766391,5.873571367988831e-06,55,0,0,0,0.0,LOW
CUST004001,26,0,19.25000000207634,12.11538466383043,1.5776172967433072e-06,55,0,0,0,0.0,LOW
CUST003087,28,0,19.250000001798526,12.250000324010506,1.9233218930042962e-05,55,0,0,0,0.0,LOW
CUST003374,30,0,19.250000001761894,12.133334510780053,8.726622119397239e-05,55,0,0,0,0.0,LOW
CUST003225,20,0,19.250000001415774,12.250000014870677,7.108392765912772e-07,55,0,0,0,0.0,LOW
CUST003438,25,0,19.250000001266784,12.180000005076131,3.140121400073833e-07,55,0,0,0,0.0,LOW
CUST001221,20,0,19.25000000119332,12.425000004053521,1.996876319789217e-07,55,0,0,0,0.0,LOW
CUST002822,28,0,19.250000001038423,12.062500404638882,1.987000662465622e-05,55,0,0,0,0.0,LOW
CUST001521,20,0,19.250000000744883,12.162500009238409,4.318581290821293e-07,55,0,0,0,0.0,LOW
CUST004417,35,0,19.25000000069157,11.75000011833091,7.845623572706377e-06,55,0,0,0,0.0,LOW
CUST000885,23,0,19.250000000372715,12.097826182528863,5.391686532931516e-06,55,0,0,0,0.0,LOW
CUST004559,23,0,19.250000000369088,12.25000000066885,3.753614569732018e-08,55,0,0,0,0.0,LOW
CUST003142,26,0,19.250000000357026,12.04808666765101,0.000633364139941898,55,0,0,0,0.0,LOW
CUST000720,20,0,19.250000000347846,12.250000000029253,8.696182044299954e-10,55,0,0,0,0.0,LOW
CUST000240,19,0,19.25000000031443,12.250000020601172,8.662270856394574e-07,55,0,0,0,0.0,LOW
CUST001834,24,0,19.250000000265764,11.812502598771225,8.410754508547613e-05,55,0,0,0,0.0,LOW
CUST000584,22,0,19.250000000212708,12.01136363642206,2.6814543806591452e-09,55,0,0,0,0.0,LOW
CUST000342,24,0,19.250000000173763,12.104166669466194,1.0846174997176653e-07,55,0,0,0,0.0,LOW
CUST001667,26,0,19.25000000017076,11.375000003222452,1.308931655646322e-07,55,0,0,0,0.0,LOW
CUST001299,21,0,19.250000000031893,12.333333486667089,7.588052525926653e-06,55,0,0,0,0.0,LOW
CUST000892,21,0,19.250000000021394,12.083334038260622,3.699555814910466e-05,55,0,0,0,0.0,LOW
CUST001992,23,0,19.25000000001865,11.64130688392415,0.00014232983112602926,55,0,0,0,0.0,LOW
CUST004455,23,0,19.250000000007162,12.173913045898814,1.391496462732132e-07,55,0,0,0,0.0,LOW
CUST004885,19,0,19.250000000002135,12.342105270583218,2.9621960957268125e-07,55,0,0,0,0.0,LOW
CUST000162,24,0,19.25,12.468750465237955,2.789933385195874e-05,55,0,0,0,0.0,LOW
CUST000205,25,0,19.25,11.970000000943724,5.363652889387827e-08,55,0,0,0,0.0,LOW
CUST000209,24,0,19.25,11.958333334793885,4.922907065003123e-08,55,0,0,0,0.0,LOW
CUST000214,32,0,19.25,11.70312529170708,2.3194176436131972e-05,55,0,0,0,0.0,LOW
CUST000230,29,0,19.25,12.310350654099526,0.0002142496540178441,55,0,0,0,0.0,LOW
CUST000244,29,0,19.25,12.068966893502509,9.160128706753792e-05,55,0,0,0,0.0,LOW
CUST000248,22,0,19.25,12.011363661224065,1.3649067528923655e-06,55,0,0,0,0.0,LOW
CUST000249,18,0,19.25,11.958333334800836,6.60341970025814e-08,55,0,0,0,0.0,LOW
CUST000250,22,0,19.25,12.409091370983555,2.523128907988132e-05,55,0,0,0,0.0,LOW
CUST000253,28,0,19.25,11.937504895554186,0.0003177113273515989,55,0,0,0,0.0,LOW
CUST000265,18,0,19.25,11.861111140577602,1.3259868672938804e-06,55,0,0,0,0.0,LOW
CUST000284,17,0,19.25,12.662013870062543,0.010426953506450001,55,0,0,0,0.0,LOW
CUST000286,18,0,19.25,12.152778607425219,3.732215828179648e-05,55,0,0,0,0.0,LOW
CUST000288,31,0,19.25,12.02420370859542,0.0007872233819116726,55,0,0,0,0.0,LOW
CUST000292,27,0,19.25,12.12037042500618,3.5355851315606173e-06,55,0,0,0,0.0,LOW
CUST000296,26,0,19.25,11.913461667069715,7.158740641642647e-06,55,0,0,0,0.0,LOW
CUST000302,28,0,19.25,12.250080577893215,0.005640203479171277,55,0,0,0,0.0,LOW
CUST000305,33,0,19.25,11.931881532208951,0.00513303135980394,55,0,0,0,0.0,LOW
CUST000311,28,0,19.25,11.750099175011597,0.006737907834460205,55,0,0,0,0.0,LOW
CUST000312,19,0,19.25,12.710526431084642,4.020232886421218e-06,55,0,0,0,0.0,LOW
CUST000322,25,0,19.25,11.970000001571883,6.549336246751465e-08,55,0,0,0,0.0,LOW
CUST000345,23,0,19.25,11.86956521812939,4.2439914495206e-08,55,0,0,0,0.0,LOW
CUST000350,19,0,19.25,11.88157912587227,8.453211228377795e-06,55,0,0,0,0.0,LOW
