customer_id,total_transactions,total_transaction_volume,average_transaction,maximum_transaction,transaction_std,cash_transactions,international_transactions,suspicious_transactions,rule_alerts,unique_counterparties,unique_origin_countries,unique_destination_countries,average_rule_score,maximum_rule_score,average_red_flags,maximum_red_flags,PEP_flag,sanctions_flag,adverse_media_flag,structuring_events,rapid_movement_events,funnel_behavior,layering_behavior,mule_behavior,target,cash_ratio,international_ratio,suspicious_ratio,rule_alert_ratio,structuring_ratio,rapid_movement_ratio
CUST001428,35,26161.89,747.4825714285714,6076.32,1265.82209898488,8,18,0,35,35,8,6,34.285714285714285,60,2.7714285714285714,5,0,0,0,0,0,0,0,0,0,0.22857142857142856,0.5142857142857142,0.0,1.0,0.0,0.0
CUST001429,23,13769.38,598.6686956521738,2583.33,665.7435506757862,6,14,0,23,23,6,5,34.34782608695652,40,2.869565217391304,4,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.6086956521739131,0.0,1.0,0.0,0.0
CUST001430,16,10550.76,659.4225,3023.1,867.1247717716292,3,8,0,16,16,6,5,33.4375,35,2.6875,3,0,0,0,0,0,0,0,0,0,0.1875,0.5,0.0,1.0,0.0,0.0
CUST001431,20,22094.36,1104.718,14775.83,3239.115792622555,4,6,0,20,20,3,6,34.25,65,2.6,4,0,0,0,0,0,0,0,0,0,0.2,0.3,0.0,1.0,0.0,0.0
CUST001432,15,6687.29,445.8193333333333,2113.09,595.8884259474212,4,8,0,15,15,4,5,34.0,40,2.8,4,0,0,0,0,0,0,0,0,0,0.26666666666666666,0.5333333333333333,0.0,1.0,0.0,0.0
CUST001433,29,16750.0,577.5862068965517,4219.88,828.3929109961467,7,12,0,29,29,5,7,43.275862068965516,50,3.6551724137931036,5,1,0,0,0,0,0,0,0,0,0.2413793103448276,0.41379310344827586,0.0,1.0,0.0,0.0
CUST001434,30,20529.370000000003,684.3123333333334,5150.77,1017.9215249906032,8,12,0,30,30,6,5,34.0,55,2.7,4,0,0,0,0,0,1,0,0,0,0.26666666666666666,0.4,0.0,1.0,0.0,0.0
CUST001435,16,8828.25,551.765625,2387.84,625.890621977661,2,4,0,16,16,3,2,31.875,35,2.375,3,0,0,0,0,0,0,0,0,0,0.125,0.25,0.0,1.0,0.0,0.0
CUST001436,14,5680.75,405.76785714285717,1404.48,427.9161209715785,2,7,0,14,14,3,4,48.214285714285715,50,3.642857142857143,4,0,0,1,0,0,0,0,0,0,0.14285714285714285,0.5,0.0,1.0,0.0,0.0
CUST001437,20,10827.61,541.3805,2565.22,602.9373841232776,2,11,0,20,20,7,7,33.25,40,2.65,4,0,0,0,0,0,0,0,0,0,0.1,0.55,0.0,1.0,0.0,0.0
CUST001438,25,10439.29,417.57160000000005,1717.79,471.668569960942,3,12,0,25,25,8,6,33.0,40,2.6,4,0,0,0,0,0,0,0,0,0,0.12,0.48,0.0,1.0,0.0,0.0
CUST001439,17,7668.68,451.0988235294118,1841.61,436.01096974276845,4,11,0,17,17,6,5,34.411764705882355,40,2.8823529411764706,4,0,0,0,0,0,0,0,0,0,0.23529411764705882,0.6470588235294118,0.0,1.0,0.0,0.0
CUST001440,20,10752.47,537.6234999999999,2427.45,588.4595225383413,2,8,0,20,19,4,7,82.5,85,3.5,4,0,1,0,0,0,0,0,0,0,0.1,0.4,0.0,1.0,0.0,0.0
CUST001441,20,16392.3,819.615,2536.61,794.8419497014883,4,9,0,20,20,6,6,33.25,40,2.65,4,0,0,0,0,0,0,0,0,0,0.2,0.45,0.0,1.0,0.0,0.0
CUST001442,30,18643.93,621.4643333333333,2362.31,643.7567298593432,6,13,0,30,30,6,6,33.166666666666664,40,2.6333333333333333,4,0,0,0,0,0,0,0,0,0,0.2,0.43333333333333335,0.0,1.0,0.0,0.0
CUST001443,20,14803.66,740.183,3076.39,906.2854283519944,5,7,0,20,20,8,3,33.0,40,2.6,4,0,0,0,0,0,0,0,0,0,0.25,0.35,0.0,1.0,0.0,0.0
CUST001444,20,18887.59,944.3795,3890.99,1203.7246834960358,4,9,0,20,20,5,5,33.25,40,2.65,4,0,0,0,0,0,0,0,0,0,0.2,0.45,0.0,1.0,0.0,0.0
CUST001445,19,14473.85,761.7815789473684,3898.42,1041.0609480464477,3,8,0,19,19,4,5,42.89473684210526,50,3.5789473684210527,5,1,0,0,0,0,0,0,0,0,0.15789473684210525,0.42105263157894735,0.0,1.0,0.0,0.0
CUST001446,26,22438.11,863.0042307692308,8067.14,1712.180088670986,7,14,0,26,26,8,3,35.38461538461539,70,2.8846153846153846,5,0,0,0,1,0,0,0,0,0,0.2692307692307692,0.5384615384615384,0.0,1.0,0.038461538461538464,0.0
CUST001447,22,20181.87,917.3577272727272,7262.65,1551.6835967208922,4,8,0,22,22,6,4,33.63636363636363,55,2.590909090909091,4,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.36363636363636365,0.0,1.0,0.0,0.0
CUST001448,28,21095.34,753.405,2843.9,693.3181829300898,6,13,0,28,28,8,5,33.392857142857146,40,2.6785714285714284,4,0,0,0,0,0,0,0,0,0,0.21428571428571427,0.4642857142857143,0.0,1.0,0.0,0.0
CUST001449,28,16431.33,586.8332142857143,5447.18,1085.5251813618913,4,16,0,28,28,8,8,34.285714285714285,55,2.75,4,0,0,0,0,1,0,1,0,0,0.14285714285714285,0.5714285714285714,0.0,1.0,0.0,0.03571428571428571
CUST001450,22,12112.24,550.5563636363636,3777.35,872.7615882906804,11,10,0,22,22,4,5,34.77272727272727,40,2.9545454545454546,4,0,0,0,0,0,0,0,0,0,0.5,0.45454545454545453,0.0,1.0,0.0,0.0
CUST001451,32,27154.39,848.5746875,10596.67,1852.482682477037,3,12,0,32,32,6,6,32.96875,50,2.5,4,0,0,0,0,0,0,0,0,0,0.09375,0.375,0.0,1.0,0.0,0.0
CUST001452,26,13112.26,504.3176923076923,2385.31,593.9133083089329,4,8,0,26,26,5,7,32.30769230769231,40,2.4615384615384617,4,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.3076923076923077,0.0,1.0,0.0,0.0
CUST001453,17,8456.67,497.4511764705882,1666.16,541.3751862488984,1,10,0,17,17,7,5,33.23529411764706,40,2.6470588235294117,4,0,0,0,0,0,0,0,0,0,0.058823529411764705,0.5882352941176471,0.0,1.0,0.0,0.0
CUST001454,18,21062.269999999997,1170.126111111111,8709.23,2025.3340575413547,3,6,0,18,18,5,5,35.27777777777778,80,2.6666666666666665,5,0,0,0,1,0,0,0,0,0,0.16666666666666666,0.3333333333333333,0.0,1.0,0.05555555555555555,0.0
CUST001455,34,15663.73,460.6979411764706,3208.61,622.060053910706,4,15,0,34,34,7,5,32.794117647058826,40,2.5588235294117645,4,0,0,0,0,0,0,0,0,0,0.11764705882352941,0.4411764705882353,0.0,1.0,0.0,0.0
CUST001456,30,11900.76,396.692,2630.99,492.79513893146583,2,16,0,30,30,7,6,33.0,35,2.6,3,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.5333333333333333,0.0,1.0,0.0,0.0
CUST001457,32,17130.09,535.3153125,2281.65,554.0325280422904,4,18,0,32,32,8,9,33.4375,40,2.6875,4,0,0,0,0,0,0,0,0,0,0.125,0.5625,0.0,1.0,0.0,0.0
CUST001458,21,17622.93,839.1871428571428,6676.71,1531.3129089710662,6,11,0,21,21,7,4,35.0,60,2.857142857142857,5,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.5238095238095238,0.0,1.0,0.0,0.0
CUST001459,17,6905.87,406.22764705882355,1426.22,431.8888340986805,4,10,0,17,17,3,7,34.11764705882353,40,2.823529411764706,4,0,0,0,0,0,0,0,0,0,0.23529411764705882,0.5882352941176471,0.0,1.0,0.0,0.0
CUST001460,27,15424.69,571.2848148148148,2125.36,582.0825231235912,3,16,0,27,27,7,7,33.51851851851852,40,2.7037037037037037,4,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.5925925925925926,0.0,1.0,0.0,0.0
CUST001461,32,16730.78,522.836875,1859.05,433.8878195841268,8,21,0,32,32,9,7,34.53125,40,2.90625,4,0,0,0,0,0,0,0,0,0,0.25,0.65625,0.0,1.0,0.0,0.0
CUST001462,23,12146.52,528.1095652173914,1716.37,477.5023580853555,5,12,0,23,23,7,7,33.69565217391305,40,2.739130434782609,4,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.5217391304347826,0.0,1.0,0.0,0.0
CUST001463,20,11478.98,573.949,3098.73,642.9298035342829,2,8,0,20,20,5,3,32.5,40,2.5,4,0,0,0,0,0,0,0,0,0,0.1,0.4,0.0,1.0,0.0,0.0
CUST001464,17,21240.06,1249.4152941176471,4830.02,1385.790360819042,3,10,0,17,17,8,5,33.8235294117647,35,2.764705882352941,3,0,0,0,0,0,0,0,0,0,0.17647058823529413,0.5882352941176471,0.0,1.0,0.0,0.0
CUST001465,22,17031.24,774.1472727272728,4169.59,1101.9492090238998,2,9,0,22,22,7,5,32.5,40,2.5,4,0,0,0,0,0,0,0,0,0,0.09090909090909091,0.4090909090909091,0.0,1.0,0.0,0.0
CUST001466,20,13766.53,688.3265,5802.22,1263.8875648664116,2,16,0,20,20,8,8,35.5,55,2.95,4,0,0,0,0,0,0,0,0,0,0.1,0.8,0.0,1.0,0.0,0.0
CUST001467,23,12718.93,552.9969565217391,2444.05,606.627889854569,4,13,0,23,23,8,6,33.69565217391305,40,2.739130434782609,4,0,0,0,0,0,0,0,0,0,0.17391304347826086,0.5652173913043478,0.0,1.0,0.0,0.0
CUST001468,18,15571.62,865.09,3676.66,1030.1193563740421,1,7,0,18,18,5,5,32.22222222222222,35,2.4444444444444446,3,0,0,0,0,0,0,0,0,0,0.05555555555555555,0.3888888888888889,0.0,1.0,0.0,0.0
CUST001469,30,24669.19,822.3063333333333,2711.64,866.7827914188681,5,14,0,30,30,4,9,33.166666666666664,40,2.6333333333333333,4,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.4666666666666667,0.0,1.0,0.0,0.0
CUST001470,23,17926.39,779.4082608695652,4661.4,1143.4025274299518,2,12,0,23,23,7,7,33.04347826086956,35,2.608695652173913,3,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.5217391304347826,0.0,1.0,0.0,0.0
CUST001471,20,7741.62,387.081,1354.34,359.7780504392878,0,8,0,20,20,4,5,32.0,35,2.4,3,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,1.0,0.0,0.0
CUST001472,18,7174.62,398.59,1594.54,434.48086787906,2,12,0,18,18,8,6,33.888888888888886,40,2.7777777777777777,4,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.6666666666666666,0.0,1.0,0.0,0.0
CUST001473,30,13211.2,440.37333333333333,1429.12,439.2128843058112,2,19,0,30,30,10,7,33.5,40,2.7,4,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.6333333333333333,0.0,1.0,0.0,0.0
CUST001474,20,20489.64,1024.482,6710.51,1576.333886080711,3,13,0,20,20,7,7,35.0,55,2.85,4,0,0,0,0,0,0,0,0,0,0.15,0.65,0.0,1.0,0.0,0.0
CUST001475,24,10082.02,420.0841666666667,1851.33,395.05531009474856,3,11,0,24,24,7,5,32.916666666666664,40,2.5833333333333335,4,0,0,0,0,0,0,0,0,0,0.125,0.4583333333333333,0.0,1.0,0.0,0.0
CUST001476,25,17633.11,705.3244,3722.79,786.0208108042262,4,13,0,25,25,6,7,33.4,40,2.68,4,0,0,0,0,0,0,0,0,0,0.16,0.52,0.0,1.0,0.0,0.0
CUST001477,24,14524.99,605.2079166666666,2773.46,699.5377832974344,6,12,0,24,24,6,6,33.75,40,2.75,4,0,0,0,0,0,0,0,0,0,0.25,0.5,0.0,1.0,0.0,0.0
CUST001478,24,17240.09,718.3370833333333,4278.09,947.5189709720819,5,12,0,24,24,6,6,33.541666666666664,40,2.7083333333333335,4,0,0,0,0,0,0,0,0,0,0.20833333333333334,0.5,0.0,1.0,0.0,0.0
CUST001479,21,28500.93,1357.1871428571428,19362.27,4168.086601739631,5,11,0,21,21,7,4,35.476190476190474,75,2.857142857142857,6,0,0,0,0,0,0,0,0,0,0.23809523809523808,0.5238095238095238,0.0,1.0,0.0,0.0
CUST001480,19,10202.7,536.9842105263158,2772.7,682.8578078464375,3,12,0,19,19,3,8,33.94736842105263,40,2.789473684210526,4,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.631578947368421,0.0,1.0,0.0,0.0
CUST001481,22,11107.26,504.87545454545455,3012.83,687.0919452420106,7,12,0,22,22,6,7,34.31818181818182,40,2.8636363636363638,4,0,0,0,0,0,0,0,0,0,0.3181818181818182,0.5454545454545454,0.0,1.0,0.0,0.0
CUST001482,18,8910.22,495.0122222222222,2744.41,696.9993418138132,2,5,0,0,18,1,4,11.944444444444445,15,1.3888888888888888,2,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.2777777777777778,0.0,0.0,0.0,0.0
CUST001483,17,20941.48,1231.8517647058823,6154.82,1674.2669704987138,3,10,0,17,17,6,4,35.0,55,2.823529411764706,4,0,0,0,0,0,0,0,0,0,0.17647058823529413,0.5882352941176471,0.0,1.0,0.0,0.0
CUST001484,24,19524.08,813.5033333333334,3980.51,949.1463301380313,6,9,0,24,24,7,5,33.125,40,2.625,4,0,0,0,0,0,0,0,0,0,0.25,0.375,0.0,1.0,0.0,0.0
CUST001485,30,18572.87,619.0956666666666,2300.57,607.0709648040837,3,16,0,30,30,6,6,33.166666666666664,40,2.6333333333333333,4,0,0,0,0,0,0,0,0,0,0.1,0.5333333333333333,0.0,1.0,0.0,0.0
CUST001486,20,18902.47,945.1235,4957.6,1238.5845021860748,3,12,0,20,20,4,8,33.75,40,2.75,4,0,0,0,0,0,0,0,0,0,0.15,0.6,0.0,1.0,0.0,0.0
CUST001487,30,35510.88,1183.696,17215.39,3131.029119649607,4,14,0,30,30,9,8,33.666666666666664,60,2.6333333333333333,5,0,0,0,0,0,0,0,0,0,0.13333333333333333,0.4666666666666667,0.0,1.0,0.0,0.0
CUST001488,28,13044.14,465.8621428571428,1802.24,523.609905632733,4,11,0,28,28,6,9,32.67857142857143,40,2.5357142857142856,4,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.39285714285714285,0.0,1.0,0.0,0.0
CUST001489,29,18751.8,646.6137931034483,2903.56,782.1377281501083,5,16,0,29,28,7,6,33.62068965517241,40,2.7241379310344827,4,0,0,0,0,0,0,0,0,0,0.1724137931034483,0.5517241379310345,0.0,1.0,0.0,0.0
CUST001490,26,15357.31,590.6657692307692,3192.48,665.2368957787779,5,14,0,26,26,7,7,33.65384615384615,40,2.730769230769231,4,0,0,0,0,0,0,0,0,0,0.19230769230769232,0.5384615384615384,0.0,1.0,0.0,0.0
CUST001491,28,16928.05,604.5732142857142,2730.09,653.5202777270166,3,15,0,28,28,8,7,33.214285714285715,40,2.642857142857143,4,0,0,0,0,0,0,0,0,0,0.10714285714285714,0.5357142857142857,0.0,1.0,0.0,0.0
CUST001492,21,12973.289999999999,617.7757142857142,2568.2,640.6237850764786,5,11,0,21,21,7,7,33.80952380952381,40,2.761904761904762,4,0,0,0,0,0,0,0,0,0,0.23809523809523808,0.5238095238095238,0.0,1.0,0.0,0.0
CUST001493,22,48231.689999999995,2192.349545454545,23524.03,5024.5422247655715,3,6,0,22,22,3,6,34.54545454545455,65,2.5454545454545454,4,0,0,0,0,0,0,0,0,0,0.13636363636363635,0.2727272727272727,0.0,1.0,0.0,0.0
CUST001494,21,11659.779999999999,555.227619047619,1441.9,459.04780496049386,4,7,0,21,21,5,6,32.61904761904762,40,2.5238095238095237,4,0,0,0,0,0,0,0,0,0,0.19047619047619047,0.3333333333333333,0.0,1.0,0.0,0.0
CUST001495,17,14015.18,824.4223529411765,2925.59,905.9626148297278,4,11,0,17,17,7,6,84.41176470588235,90,3.8823529411764706,5,0,1,0,0,0,0,0,0,0,0.23529411764705882,0.6470588235294118,0.0,1.0,0.0,0.0
CUST001496,28,20218.23,722.0796428571429,4130.15,881.7380578593879,5,9,0,28,28,6,5,32.5,40,2.5,4,0,0,0,0,0,0,0,0,0,0.17857142857142858,0.32142857142857145,0.0,1.0,0.0,0.0
CUST001497,15,6639.76,442.65066666666667,1835.84,522.7583968645372,4,8,0,15,15,8,5,34.0,40,2.8,4,0,0,0,0,0,0,0,0,0,0.26666666666666666,0.5333333333333333,0.0,1.0,0.0,0.0
CUST001498,20,23384.28,1169.214,5516.76,1714.209336093926,2,5,0,20,20,3,4,33.75,50,2.45,3,0,0,0,0,0,0,0,0,0,0.1,0.25,0.0,1.0,0.0,0.0
CUST001499,22,12625.91,573.905,1731.05,513.4896059294862,7,8,0,22,22,7,4,33.40909090909091,40,2.6818181818181817,4,0,0,0,0,0,0,0,0,0,0.3181818181818182,0.36363636363636365,0.0,1.0,0.0,0.0
CUST001500,19,39902.979999999996,2100.156842105263,34267.08,7800.625526962603,1,12,0,19,19,9,7,35.78947368421053,80,2.8421052631578947,6,0,0,0,0,0,0,0,0,0,0.05263157894736842,0.631578947368421,0.0,1.0,0.0,0.0
CUST001501,19,9970.49,524.7626315789473,3021.09,663.8487728880067,4,11,0,19,19,5,7,33.94736842105263,40,2.789473684210526,4,0,0,0,0,0,0,0,0,0,0.21052631578947367,0.5789473684210527,0.0,1.0,0.0,0.0
CUST001502,18,21264.87,1181.3816666666667,10302.31,2382.2662575476315,2,7,0,18,18,5,5,33.611111111111114,55,2.5555555555555554,4,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.3888888888888889,0.0,1.0,0.0,0.0
CUST001503,25,20318.62,812.7447999999999,3543.27,951.9879355858455,4,13,0,25,25,5,6,33.4,40,2.68,4,0,0,0,0,0,0,0,0,0,0.16,0.52,0.0,1.0,0.0,0.0
CUST001504,16,13038.97,814.935625,2329.86,652.3143214020753,3,6,0,16,16,4,5,32.8125,40,2.5625,4,0,0,0,0,0,0,0,0,0,0.1875,0.375,0.0,1.0,0.0,0.0
CUST001505,20,13745.38,687.269,4033.87,994.550092522136,5,11,0,20,20,4,8,34.0,40,2.8,4,0,0,0,0,0,0,0,0,0,0.25,0.55,0.0,1.0,0.0,0.0
CUST001506,20,7874.41,393.7205,1392.06,327.23689287369723,5,12,0,20,20,4,9,34.25,40,2.85,4,0,0,0,0,0,0,0,0,0,0.25,0.6,0.0,1.0,0.0,0.0
CUST001507,24,22133.46,922.2275,3244.79,1085.5724792426945,8,9,0,24,24,7,3,48.541666666666664,55,3.7083333333333335,5,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.375,0.0,1.0,0.0,0.0
CUST001508,23,13019.32,566.0573913043478,4352.18,922.4159248764154,4,12,0,23,23,6,7,33.47826086956522,40,2.6956521739130435,4,0,0,0,0,0,0,0,0,0,0.17391304347826086,0.5217391304347826,0.0,1.0,0.0,0.0
CUST001509,29,13059.48,450.32689655172413,2137.35,473.7104099786783,8,13,0,29,29,6,9,33.62068965517241,40,2.7241379310344827,4,0,0,0,0,0,0,0,0,0,0.27586206896551724,0.4482758620689655,0.0,1.0,0.0,0.0
CUST001510,32,20108.88,628.4025,2610.35,592.5458091560407,9,15,0,32,32,7,6,33.75,40,2.75,4,0,0,0,0,0,0,0,0,0,0.28125,0.46875,0.0,1.0,0.0,0.0
CUST001511,22,23252.49,1056.9313636363638,5564.99,1355.7050359211112,4,11,0,22,22,4,5,34.31818181818182,55,2.727272727272727,4,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.5,0.0,1.0,0.0,0.0
CUST001512,22,9906.2,450.2818181818182,3790.46,780.1283964141896,5,12,0,22,22,8,4,33.86363636363637,40,2.772727272727273,4,0,0,0,0,0,0,0,0,0,0.22727272727272727,0.5454545454545454,0.0,1.0,0.0,0.0
CUST001513,20,13744.23,687.2115,4468.36,1091.8271227542582,1,8,0,20,20,5,6,33.75,50,2.55,4,0,0,0,0,0,0,0,0,0,0.05,0.4,0.0,1.0,0.0,0.0
CUST001514,24,16340.44,680.8516666666667,5072.7,1029.8718121737993,5,10,0,24,24,5,3,33.958333333333336,60,2.6666666666666665,5,0,0,0,0,0,0,0,0,0,0.20833333333333334,0.4166666666666667,0.0,1.0,0.0,0.0
CUST001515,23,13791.68,599.6382608695652,5700.99,1178.0535451469095,4,13,0,23,23,8,8,34.56521739130435,55,2.782608695652174,4,0,0,0,0,0,0,0,0,0,0.17391304347826086,0.5652173913043478,0.0,1.0,0.0,0.0
CUST001516,14,8755.8,625.4142857142857,2857.86,752.5315983727531,2,5,0,14,14,5,3,47.5,55,3.5,5,0,0,1,0,0,0,0,0,0,0.14285714285714285,0.35714285714285715,0.0,1.0,0.0,0.0
CUST001517,19,11380.23,598.9594736842105,3906.04,927.3933752936757,2,13,0,19,19,7,6,33.94736842105263,40,2.789473684210526,4,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.6842105263157895,0.0,1.0,0.0,0.0
CUST001518,21,30380.86,1446.7076190476191,9582.65,2475.8745365747122,3,12,0,21,21,6,5,37.142857142857146,70,2.9047619047619047,5,0,0,0,1,0,0,0,0,0,0.14285714285714285,0.5714285714285714,0.0,1.0,0.047619047619047616,0.0
CUST001519,28,22504.8,803.7428571428571,3120.99,948.065003498284,6,16,0,28,28,9,6,33.92857142857143,40,2.7857142857142856,4,0,0,0,0,0,0,0,0,0,0.21428571428571427,0.5714285714285714,0.0,1.0,0.0,0.0
CUST001520,31,29501.41,951.6583870967742,13374.65,2375.5786126080197,3,13,0,31,31,6,6,33.70967741935484,65,2.5806451612903225,4,0,0,0,0,0,0,0,0,0,0.0967741935483871,0.41935483870967744,0.0,1.0,0.0,0.0
CUST001521,20,13642.859999999999,682.1429999999999,5399.69,1170.1278112874768,4,11,0,20,20,6,6,34.75,55,2.8,4,0,0,0,0,0,0,0,0,0,0.2,0.55,0.0,1.0,0.0,0.0
CUST001522,23,20185.39,877.6256521739131,4553.79,1157.7665169973768,7,13,0,23,23,6,5,34.34782608695652,40,2.869565217391304,4,0,0,0,0,0,0,0,0,0,0.30434782608695654,0.5652173913043478,0.0,1.0,0.0,0.0
CUST001523,27,20269.2,750.7111111111111,6203.86,1315.6209685582912,4,15,0,27,27,5,7,34.25925925925926,60,2.740740740740741,5,0,0,0,0,0,0,0,0,0,0.14814814814814814,0.5555555555555556,0.0,1.0,0.0,0.0
CUST001524,17,11089.94,652.3494117647059,3598.7,856.9422494943183,2,8,0,17,17,4,3,32.94117647058823,40,2.588235294117647,4,0,0,0,0,0,0,0,0,0,0.11764705882352941,0.47058823529411764,0.0,1.0,0.0,0.0
CUST001525,19,14388.11,757.2689473684211,5753.53,1260.9890775537833,2,5,0,19,19,3,5,32.89473684210526,55,2.4210526315789473,4,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.2631578947368421,0.0,1.0,0.0,0.0
CUST001526,24,32176.67,1340.6945833333332,14843.15,3032.3793330047943,7,10,0,24,24,7,6,34.375,55,2.75,4,0,0,0,0,0,0,0,0,0,0.2916666666666667,0.4166666666666667,0.0,1.0,0.0,0.0
CUST001527,25,13022.59,520.9036,2453.78,649.2791633090756,4,13,0,25,25,7,10,33.4,40,2.68,4,0,0,0,0,0,0,0,0,0,0.16,0.52,0.0,1.0,0.0,0.0
CUST001528,24,12879.01,536.6254166666666,2665.75,601.8043796059167,2,9,0,24,24,7,4,32.291666666666664,40,2.4583333333333335,4,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.375,0.0,1.0,0.0,0.0
CUST001529,15,10127.210000000001,675.1473333333334,1403.92,480.3360363844501,2,7,0,15,15,5,3,33.0,35,2.6,3,0,0,0,0,0,0,0,0,0,0.13333333333333333,0.4666666666666667,0.0,1.0,0.0,0.0
CUST001530,24,20852.420000000002,868.8508333333334,5473.42,1236.1093129651906,2,11,0,24,24,3,7,33.541666666666664,55,2.5833333333333335,4,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.4583333333333333,0.0,1.0,0.0,0.0
CUST001531,21,15442.99,735.3804761904762,4198.12,957.971252337335,2,5,0,21,21,3,5,31.666666666666668,35,2.3333333333333335,3,0,0,0,0,0,0,0,0,0,0.09523809523809523,0.23809523809523808,0.0,1.0,0.0,0.0
CUST001532,22,11602.42,527.3827272727273,1752.0,448.56570370971156,4,11,0,22,22,4,5,48.40909090909091,55,3.6818181818181817,5,0,0,1,0,0,0,0,0,0,0.18181818181818182,0.5,0.0,1.0,0.0,0.0
CUST001533,28,31112.55,1111.1625,6459.79,1574.4102549999714,8,10,0,28,28,7,7,33.92857142857143,55,2.6785714285714284,4,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.35714285714285715,0.0,1.0,0.0,0.0
CUST001534,21,10146.66,483.1742857142857,3364.88,724.6999771531074,4,8,0,21,21,5,4,32.857142857142854,40,2.5714285714285716,4,0,0,0,0,0,0,0,0,0,0.19047619047619047,0.38095238095238093,0.0,1.0,0.0,0.0
CUST001535,22,12601.81,572.8095454545454,2015.97,588.9603464983043,4,12,0,22,22,6,5,33.63636363636363,40,2.727272727272727,4,0,0,0,0,0,0,0,0,0,0.18181818181818182,0.5454545454545454,0.0,1.0,0.0,0.0
CUST001536,18,16880.29,937.7938888888889,6950.68,1634.492454347612,0,7,0,18,18,5,5,33.05555555555556,50,2.4444444444444446,3,0,0,0,0,0,0,0,0,0,0.0,0.3888888888888889,0.0,1.0,0.0,0.0
CUST001537,25,18990.65,759.6260000000001,5068.34,1183.0801608513264,5,14,0,25,25,5,6,34.6,60,2.8,5,0,0,0,0,0,0,0,0,0,0.2,0.56,0.0,1.0,0.0,0.0
CUST001538,32,15447.36,482.73,4109.58,751.8335710437432,7,13,0,32,32,9,7,33.125,40,2.625,4,0,0,0,0,0,0,0,0,0,0.21875,0.40625,0.0,1.0,0.0,0.0
CUST001539,23,7739.59,336.5039130434783,906.42,255.83477945628633,5,14,0,23,23,8,6,34.130434782608695,40,2.8260869565217392,4,0,0,0,0,0,0,0,0,0,0.21739130434782608,0.6086956521739131,0.0,1.0,0.0,0.0
CUST001540,26,15852.71,609.7196153846154,3479.23,796.2684061017654,6,8,0,26,26,4,4,32.69230769230769,40,2.5384615384615383,4,0,0,0,0,0,0,0,0,0,0.23076923076923078,0.3076923076923077,0.0,1.0,0.0,0.0
CUST001541,25,11664.210000000001,466.56840000000005,2558.88,519.9475529535007,7,12,0,25,25,7,7,33.8,40,2.76,4,0,0,0,0,0,0,0,0,0,0.28,0.48,0.0,1.0,0.0,0.0
CUST001542,19,7432.05,391.16052631578947,1228.31,417.8697443445702,3,14,0,19,18,7,7,34.473684210526315,40,2.8947368421052633,4,0,0,0,0,0,0,0,0,0,0.15789473684210525,0.7368421052631579,0.0,1.0,0.0,0.0
CUST001543,22,20203.2,918.3272727272728,8034.42,1719.1247075576177,5,12,0,22,22,9,6,36.13636363636363,80,2.909090909090909,5,0,0,0,1,0,0,0,0,0,0.22727272727272727,0.5454545454545454,0.0,1.0,0.045454545454545456,0.0
CUST001544,28,22615.71,807.7039285714285,3450.98,803.1178986616231,2,16,0,28,27,8,7,33.214285714285715,40,2.642857142857143,4,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.5714285714285714,0.0,1.0,0.0,0.0
CUST001545,19,33972.24,1788.0126315789473,15289.93,3514.391092103126,5,9,0,19,19,5,4,36.578947368421055,65,2.8947368421052633,4,0,0,0,0,0,0,0,0,0,0.2631578947368421,0.47368421052631576,0.0,1.0,0.0,0.0
CUST001546,25,11846.85,473.874,2794.97,617.9136710806238,8,11,0,25,25,7,5,33.8,40,2.76,4,0,0,0,0,0,0,0,0,0,0.32,0.44,0.0,1.0,0.0,0.0
CUST001547,25,10865.85,434.634,1424.23,441.2170612351703,3,12,0,25,25,5,8,33.0,40,2.6,4,0,0,0,0,0,0,0,0,0,0.12,0.48,0.0,1.0,0.0,0.0
