customer_id,red_flag_code,red_flag_description
CUST000607,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000607,RF_SANCTIONS,Customer has a sanctions indicator in the synthetic dataset.
CUST000608,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000608,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000608,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000609,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000610,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000610,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000611,RF_ADVERSE_MEDIA,Customer has an adverse-media indicator in the synthetic dataset.
CUST000611,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000611,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000612,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000612,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000612,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000613,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000613,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000614,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000614,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000614,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000615,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000615,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000616,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000616,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000617,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000617,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000618,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000618,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000618,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000619,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000619,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000620,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000620,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000621,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000621,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000622,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000622,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000622,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000623,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000623,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000624,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000624,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000625,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000625,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000625,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000626,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000626,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000627,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000627,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000627,RF_PEP,Customer is marked with a PEP indicator in the synthetic dataset.
CUST000628,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000628,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000629,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000629,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000630,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000630,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000630,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000631,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000631,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000632,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000632,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000632,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000633,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000633,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000634,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000634,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000635,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000635,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000635,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000636,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000636,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000636,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000637,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000637,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000638,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000638,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000638,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000639,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000639,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000639,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000640,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000640,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000641,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000641,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000642,RF_ADVERSE_MEDIA,Customer has an adverse-media indicator in the synthetic dataset.
CUST000642,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000642,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000643,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000643,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000644,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000644,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000645,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000645,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000645,RF_PEP,Customer is marked with a PEP indicator in the synthetic dataset.
CUST000646,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000646,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000646,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000647,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000647,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000648,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000648,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000649,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000649,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000650,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000650,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000651,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000651,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000651,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000652,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000652,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000652,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000653,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000653,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000654,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000654,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000655,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000655,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000656,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000656,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000657,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000657,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000657,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000658,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000658,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000659,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000659,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000660,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000660,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000661,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000661,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000661,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000662,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000662,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000663,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000663,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000663,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000664,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000664,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000664,RF_PEP,Customer is marked with a PEP indicator in the synthetic dataset.
CUST000665,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000665,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000666,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000666,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000667,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000667,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000668,RF_ADVERSE_MEDIA,Customer has an adverse-media indicator in the synthetic dataset.
CUST000668,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000668,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000669,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000669,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000670,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000670,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000671,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000671,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000672,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000672,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000673,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000673,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000674,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000674,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000674,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000675,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000675,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000675,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000676,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000676,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000677,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000677,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000677,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000678,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000678,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000679,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000679,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000680,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000680,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000680,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000681,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000681,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000682,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000682,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000682,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000683,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000683,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000684,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000684,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000684,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000685,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000685,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000686,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000686,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000687,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000687,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000687,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000688,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000688,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000688,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000689,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000689,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000690,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000690,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000691,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000691,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000691,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000692,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000692,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000692,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000693,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000693,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000693,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000694,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000694,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000695,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000695,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000696,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000696,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000697,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000697,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000697,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000698,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000698,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000699,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000699,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000699,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000700,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000700,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000701,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000701,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000702,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000702,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000703,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000703,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000704,RF_ADVERSE_MEDIA,Customer has an adverse-media indicator in the synthetic dataset.
CUST000704,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000704,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000705,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000705,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000706,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000706,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000707,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000707,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000708,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000708,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000709,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000709,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000709,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000710,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000710,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000711,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000711,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000711,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000712,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000712,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000712,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000713,RF_ADVERSE_MEDIA,Customer has an adverse-media indicator in the synthetic dataset.
CUST000713,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000713,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000714,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000714,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000715,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000715,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000715,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000716,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000716,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000717,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000717,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000718,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000718,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000718,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000719,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000719,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000720,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000720,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000720,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000721,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000721,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000721,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000721,RF_PEP,Customer is marked with a PEP indicator in the synthetic dataset.
CUST000722,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000722,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000723,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000723,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000724,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000724,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000725,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000725,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000726,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000726,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000726,RF_PEP,Customer is marked with a PEP indicator in the synthetic dataset.
CUST000727,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000727,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000727,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000728,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000728,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000729,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000729,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000730,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000730,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
CUST000730,RF_MULTIPLE_COUNTERPARTIES,Customer interacted with multiple counterparties.
CUST000731,RF_FUNNEL_BEHAVIOR,Activity involves multiple origin countries and elevated transaction frequency.
CUST000731,RF_MULE_BEHAVIOR,Transaction activity is consistent with the synthetic mule-behavior scenario.
