customer_id,customer_type,state,occupation,annual_income_usd,customer_since,risk_rating,pep_flag,sanctions_flag,adverse_media_flag,expected_monthly_volume_usd,total_transactions,total_transaction_volume_usd,average_transaction_usd,maximum_transaction_usd,minimum_transaction_usd,cash_transaction_count,international_transaction_count,unique_counterparties,origin_country_count,destination_country_count,alert_count,known_suspicious_count,maximum_risk_score,average_risk_score
CUST000794,,,,,,,0,0,0,,20,13195.360000000002,659.7680000000001,2924.88,44.0,0,0,20,6,2,0,0,14.0,11.462500011249492
CUST000795,,,,,,,0,0,0,,29,21194.24,730.8358620689655,7735.48,30.11,0,0,29,7,6,0,0,17.5,11.827586211644693
CUST000796,,,,,,,0,0,0,,24,16267.759999999998,677.8233333333333,3753.32,10.61,0,0,24,6,6,0,0,14.0,11.95833335712635
CUST000797,,,,,,,0,0,0,,27,14193.860000000002,525.6985185185187,2741.78,27.64,0,0,27,7,7,0,0,14.0,11.731482882344514
CUST000798,,,,,,,0,0,0,,22,12403.35,563.7886363636363,2515.07,44.09,0,0,22,4,6,0,0,14.0000000037178,11.295456568433451
CUST000799,,,,,,,0,0,0,,33,19224.059999999998,582.5472727272727,3065.86,37.0,0,0,33,6,8,0,0,14.0,11.45454549169815
CUST000800,,,,,,,0,0,0,,24,16629.29,692.8870833333334,3069.73,22.43,0,0,24,8,5,0,0,14.00000000058252,11.520833352441215
CUST000801,,,,,,,0,0,0,,18,9441.08,524.5044444444444,2260.02,15.59,0,0,18,3,7,0,0,14.0,12.055555559923066
CUST000802,,,,,,,0,0,0,,23,19591.219999999998,851.7921739130434,7613.61,72.54,0,0,23,5,7,0,0,17.500000033604948,11.869565439916968
CUST000803,,,,,,,1,0,0,,34,25524.420000000002,750.7182352941177,3640.57,41.98,0,0,34,8,8,34,0,30.0,27.37500000016375
CUST000804,,,,,,,0,0,0,,23,12491.619999999999,543.1139130434782,2851.25,47.98,0,0,23,6,6,0,0,14.000000001940824,12.17391307512795
CUST000805,,,,,,,0,0,0,,35,22871.349999999995,653.4671428571427,3224.49,29.62,0,0,35,9,8,0,0,17.5,11.95000000030519
CUST000806,,,,,,,0,0,0,,28,19830.540000000005,708.2335714285716,3861.0,31.57,0,0,28,5,9,0,0,14.0,11.875000070580802
CUST000807,,,,,,,0,0,0,,24,21952.01,914.6670833333333,3450.51,12.81,0,0,24,9,8,0,0,14.000000010207314,11.885476370373553
CUST000808,,,,,,,0,0,0,,31,28335.16,914.0374193548387,8731.28,32.45,0,0,31,6,7,1,0,28.0,12.3064516304398
CUST000809,,,,,,,0,0,0,,21,17240.099999999995,820.9571428571426,3707.96,46.67,0,0,21,4,5,0,0,14.0,11.333335326205006
CUST000810,,,,,,,0,0,0,,17,12761.12,750.6541176470589,2643.01,45.73,0,0,17,4,4,0,0,14.0,11.323529411843316
CUST000811,,,,,,,0,0,0,,23,21925.81,953.2960869565218,4436.24,45.25,0,0,23,5,6,0,0,17.5,11.793478274821927
CUST000812,,,,,,,0,0,0,,18,8245.760000000002,458.0977777777779,1266.25,15.43,0,0,18,6,5,0,0,14.0,11.569444656021528
CUST000813,,,,,,,0,0,0,,28,22229.76,793.92,4624.11,67.75,0,0,28,7,7,0,0,14.0,11.62500012192882
CUST000814,,,,,,,0,0,0,,19,5943.03,312.7910526315789,2049.76,72.42,0,0,19,6,5,0,0,14.0,11.51315789486542
CUST000815,,,,,,,0,0,1,,28,17709.96,632.4985714285714,4358.02,43.32,0,0,28,6,6,16,0,26.750000323805367,24.437500022403434
CUST000816,,,,,,,0,0,0,,26,15163.89,583.2265384615384,2843.19,32.06,0,0,26,5,8,0,0,14.000000003199755,11.778899997558021
CUST000817,,,,,,,0,0,0,,20,24315.469999999998,1215.7734999999998,5657.57,85.37,0,0,20,4,5,0,0,17.5,11.900254396594072
CUST000818,,,,,,,0,0,0,,12,12565.970000000001,1047.1641666666667,4554.01,34.86,0,0,12,6,4,0,0,14.0,11.666666845441513
CUST000819,,,,,,,0,0,0,,18,9139.060000000001,507.7255555555556,2820.28,13.68,0,0,18,4,5,0,0,14.000000002418137,11.472222222543936
CUST000820,,,,,,,0,0,0,,23,21394.06,930.1765217391305,6966.13,90.38,0,0,23,7,6,0,0,19.25,12.173913100030378
CUST000821,,,,,,,0,0,0,,25,28490.249999999996,1139.61,7414.84,46.69,0,0,25,5,9,0,0,17.5,11.97000090265415
CUST000822,,,,,,,0,0,0,,25,24307.170000000002,972.2868000000001,8753.53,10.35,0,0,25,8,7,2,0,31.5,13.16000000491599
CUST000823,,,,,,,0,0,0,,22,14869.769999999999,675.8986363636363,4091.06,60.08,0,0,22,5,5,0,0,14.0,11.852272741934955
CUST000824,,,,,,,0,0,0,,24,19228.2,801.1750000000001,4355.44,13.65,0,0,24,5,4,0,0,14.0,11.593750141861554
CUST000825,,,,,,,0,0,0,,27,16671.57,617.4655555555555,2766.64,38.69,0,0,27,8,7,0,0,14.0,11.601851858636
CUST000826,,,,,,,0,0,0,,16,28323.1,1770.19375,10718.38,132.96,0,0,16,8,3,1,0,26.25,13.671875
CUST000827,,,,,,,0,0,0,,24,17182.239999999998,715.9266666666666,3189.41,33.68,0,0,24,8,5,0,0,12.25002398011248,11.739584335574039
CUST000828,,,,,,,0,0,0,,16,7917.5599999999995,494.84749999999997,1508.34,30.43,0,0,16,5,6,0,0,14.0,12.031250086559972
CUST000829,,,,,,,0,0,0,,30,12323.359999999999,410.77866666666665,2003.16,35.82,0,0,30,6,9,0,0,14.0,11.95833333337651
CUST000830,,,,,,,0,0,0,,28,17217.19,614.8996428571428,2537.93,11.71,0,0,28,6,7,0,0,14.0,11.562500372549668
CUST000831,,,,,,,0,0,0,,19,12513.670000000002,658.6142105263159,3809.52,61.24,0,0,19,5,4,0,0,14.000000000084723,11.881579500872643
CUST000832,,,,,,,0,0,0,,25,23410.53,936.4212,4749.46,83.78,0,0,25,6,3,0,0,12.250010026495188,11.2700012696606
CUST000833,,,,,,,0,0,0,,19,15047.269999999999,791.9615789473684,4240.32,47.42,0,0,19,6,5,0,0,14.0,11.69737053428378
CUST000834,,,,,,,0,0,0,,22,11009.390000000001,500.42681818181825,1423.73,57.6,0,0,22,4,8,0,0,14.0,11.693181823278405
CUST000835,,,,,,,0,0,0,,22,9650.720000000001,438.669090909091,1807.17,32.57,0,0,22,3,6,0,0,14.0,11.534091116074809
CUST000836,,,,,,,0,0,0,,33,36345.030000000006,1101.3645454545456,13068.75,38.69,0,0,33,6,9,0,0,19.25,11.984852407956346
CUST000837,,,,,,,0,0,0,,29,30455.97,1050.2058620689656,6866.11,29.99,0,0,29,4,8,0,0,17.5,11.706897384996578
CUST000838,,,,,,,0,0,0,,28,17958.44,641.3728571428571,3028.48,6.51,0,0,28,6,5,0,0,14.0,11.625001879802644
CUST000839,,,,,,,0,0,0,,20,8060.47,403.0235,1692.89,63.69,0,0,20,6,7,0,0,12.250000000003546,11.550000020121562
CUST000840,,,,,,,0,0,0,,26,16865.46,648.6715384615384,4317.88,31.17,0,0,26,6,6,0,0,14.000000000001272,11.644230771220245
CUST000841,,,,,,,0,0,0,,22,16084.039999999999,731.0927272727272,3562.28,21.87,0,0,22,4,6,0,0,12.250055773520833,11.37500253521067
CUST000842,,,,,,,0,0,1,,21,18664.060000000005,888.7647619047622,6373.64,9.67,0,0,21,7,5,12,0,30.25,24.583333333939187
CUST000843,,,,,,,0,0,0,,30,24220.280000000002,807.3426666666668,4717.38,62.42,0,0,30,6,8,0,0,14.0,11.666667596370443
CUST000844,,,,,,,0,0,0,,26,16829.13,647.2742307692308,2702.0,49.22,0,0,26,8,5,0,0,14.000000031767732,11.84615390864591
CUST000845,,,,,,,0,0,0,,20,16512.15,825.6075000000001,5678.52,73.44,0,0,20,3,6,0,0,19.25,12.07500059592796
CUST000846,,,,,,,0,0,0,,22,19903.300000000007,904.6954545454548,3877.67,30.5,0,0,22,4,5,0,0,14.0,11.534090909091418
CUST000847,,,,,,,0,0,0,,25,18807.56,752.3024,3961.09,35.62,0,0,25,3,10,0,0,14.0,11.760000000650843
CUST000848,,,,,,,0,0,0,,20,17294.8,864.74,3179.17,37.95,0,0,20,8,4,0,0,14.000000000862162,11.725000118882509
CUST000849,,,,,,,0,0,0,,28,20642.33,737.2260714285715,6881.62,6.62,0,0,28,6,8,0,0,19.25,11.875000480154977
CUST000850,,,,,,,0,0,0,,25,25210.0,1008.4,8210.76,67.19,0,0,25,6,7,0,0,24.50006258933114,12.390011917289483
CUST000851,,,,,,,0,0,0,,26,18112.760000000006,696.6446153846156,4601.04,21.1,0,0,26,7,9,0,0,14.000000077271023,11.846154778208017
CUST000852,,,,,,,0,0,0,,31,34761.85,1121.35,6813.07,40.0,0,0,31,10,9,0,0,19.250068106942837,12.250003455754742
CUST000853,,,,,,,0,0,0,,20,35446.850000000006,1772.3425000000002,27432.5,29.01,0,0,20,6,6,0,0,22.75,12.4250000000179
CUST000854,,,,,,,0,0,0,,20,13162.020000000002,658.1010000000001,3667.64,60.2,0,0,20,5,4,0,0,14.0,11.37500008486413
CUST000855,,,,,,,0,0,0,,32,20555.559999999998,642.3612499999999,2940.71,18.91,0,0,32,9,9,0,0,14.0,11.86718787746889
CUST000856,,,,,,,0,0,0,,25,22626.960000000003,905.0784000000001,7031.1,25.86,0,0,25,8,5,0,0,19.25,12.110000355310383
CUST000857,,,,,,,1,0,0,,18,18198.719999999998,1011.0399999999998,4309.83,23.01,0,0,18,4,4,18,0,33.5,28.05555555568937
CUST000858,,,,,,,0,0,0,,14,13107.25,936.2321428571429,4772.22,62.41,0,0,14,3,4,0,0,12.25,11.5
CUST000859,,,,,,,0,0,0,,20,16128.309999999998,806.4154999999998,5508.74,49.56,0,0,20,5,8,0,0,17.5,12.16250032211214
CUST000860,,,,,,,1,0,0,,18,18295.35,1016.4083333333333,4451.7,58.49,0,0,18,5,7,18,0,28.25000000000543,27.7638888888999
CUST000861,,,,,,,0,0,0,,19,9242.77,486.4615789473684,1570.29,16.17,0,0,19,6,7,0,0,12.250001942016556,11.421052775292985
CUST000862,,,,,,,0,0,0,,25,20537.4,821.4960000000001,4704.84,9.24,0,0,25,7,7,0,0,14.000000167147537,11.55000001020251
CUST000863,,,,,,,0,0,0,,27,14439.12,534.7822222222222,2547.26,23.67,0,0,27,8,5,0,0,14.000002804232096,11.666666787229932
CUST000864,,,,,,,0,0,0,,32,23212.050000000003,725.3765625000001,4638.24,29.42,0,0,32,6,6,0,0,14.0,11.484401582749715
CUST000865,,,,,,,0,0,0,,31,26685.369999999995,860.818387096774,4868.08,39.66,0,0,30,8,9,0,0,14.000000000688113,12.024193548812635
CUST000866,,,,,,,0,0,0,,16,12619.82,788.73875,3272.24,43.01,0,0,16,5,3,0,0,14.000000000552456,11.593750000612484
CUST000867,,,,,,,0,0,0,,23,9971.210000000001,433.5308695652174,1169.81,18.28,0,0,23,8,9,0,0,14.0,12.021739163533699
CUST000868,,,,,,,0,0,0,,28,12927.920000000002,461.71142857142866,2044.93,13.07,0,0,28,5,6,0,0,14.0,11.500000049707646
CUST000869,,,,,,,0,0,0,,17,11471.8,674.8117647058823,4151.87,47.05,0,0,17,6,3,0,0,14.0,11.735294165551256
CUST000870,,,,,,,0,0,0,,22,9216.16,418.91636363636366,1332.15,35.98,0,0,22,6,6,0,0,14.000000000023023,11.85227272952384
CUST000871,,,,,,,1,0,0,,23,9765.99,424.6082608695652,1099.72,16.29,0,0,23,7,7,23,0,30.0,27.717391304364117
CUST000872,,,,,,,0,0,0,,29,28685.830000000005,989.1665517241381,11080.36,11.47,0,0,29,7,7,0,0,19.25,12.008620805144055
CUST000873,,,,,,,0,0,0,,19,9182.61,483.2952631578948,1849.43,46.71,0,0,19,4,6,0,0,14.000000000080188,11.23684212646841
CUST000874,,,,,,,0,0,0,,24,15389.48,641.2283333333334,5020.48,29.26,0,0,24,5,5,0,0,19.25,11.593750015888842
CUST000875,,,,,,,0,0,0,,23,12308.15,535.1369565217391,2003.47,48.89,0,0,23,6,7,0,0,14.00000000001002,11.793480794815581
CUST000876,,,,,,,0,0,0,,16,12581.880000000001,786.3675000000001,3546.26,37.26,0,0,16,5,3,0,0,12.25,11.04687515968628
CUST000877,,,,,,,0,0,0,,27,29159.449999999997,1079.9796296296295,7841.6,34.47,0,0,27,7,8,0,0,19.25,12.444452664735948
CUST000878,,,,,,,0,0,0,,17,12638.470000000001,743.4394117647059,2229.1,16.02,0,0,17,3,8,0,0,14.0,12.044119373630581
CUST000879,,,,,,,0,0,0,,32,14998.45,468.7015625,3360.0,9.6,0,0,32,6,6,0,0,14.0,11.703125500536249
CUST000880,,,,,,,0,0,0,,25,21117.01,844.6804,6569.22,34.15,0,0,25,7,8,0,0,17.5,12.39000000492746
CUST000881,,,,,,,0,0,0,,21,13823.589999999998,658.2661904761904,3312.43,85.26,0,0,21,5,5,0,0,14.0,11.750012394272304
CUST000882,,,,,,,0,0,0,,26,23745.94,913.3053846153846,5806.71,51.45,0,0,26,7,8,0,0,17.50000093663075,12.317337624741613
CUST000883,,,,,,,0,0,0,,19,14167.27,745.6457894736842,4124.68,31.41,0,0,19,6,4,0,0,14.0,11.605263158795688
CUST000884,,,,,,,0,0,0,,23,12902.77,560.99,2469.77,9.05,0,0,23,6,6,0,0,14.000000011382292,11.869565327485764
CUST000885,,,,,,,0,0,0,,23,24342.120000000003,1058.353043478261,6503.37,12.07,0,0,23,5,7,0,0,19.250000000372715,12.097826182528863
CUST000886,,,,,,,0,0,0,,21,9514.6,453.0761904761905,2213.29,29.64,0,0,21,8,6,0,0,14.000000704618763,11.750000050733503
CUST000887,,,,,,,0,0,0,,29,12588.800000000003,434.096551724138,1734.07,8.31,0,0,29,7,7,0,0,14.000000048938928,11.586206898866166
CUST000888,,,,,,,0,0,0,,20,25696.839999999997,1284.8419999999999,5619.31,118.3,0,0,20,5,7,0,0,24.5,12.33750057894996
CUST000889,,,,,,,0,0,0,,28,27056.010000000002,966.2860714285715,3579.27,46.44,0,0,28,6,8,0,0,14.000000069086331,12.062500003751095
CUST000890,,,,,,,0,0,0,,29,23529.89,811.3755172413793,3945.26,33.09,0,0,29,8,9,0,0,14.00000018045343,11.948275872911717
CUST000891,,,,,,,0,0,0,,21,12978.24,618.0114285714286,3161.6,14.67,0,0,21,5,7,0,0,14.000000000010363,11.833333362955202
CUST000892,,,,,,,0,0,0,,21,17030.739999999998,810.987619047619,5675.19,51.38,0,0,21,8,7,0,0,19.250000000021394,12.083334038260622
CUST000893,,,,,,,0,0,0,,18,6395.09,355.28277777777777,962.58,47.03,0,0,18,5,6,0,0,12.250000001829022,11.277777780125104
CUST000894,,,,,,,0,0,0,,18,10369.9,576.1055555555555,3187.05,68.21,0,0,18,4,4,0,0,14.0,11.666667737461495
CUST000895,,,,,,,0,0,0,,15,9970.580000000002,664.7053333333334,1597.14,110.47,0,0,15,5,5,0,0,14.000000009063882,11.900000110907682
CUST000896,,,,,,,0,0,0,,26,34623.05,1331.6557692307692,11627.34,17.91,0,0,26,6,5,0,0,21.0,12.317327429960974
CUST000897,,,,,,,0,0,0,,24,21334.25,888.9270833333334,4069.57,84.11,0,0,24,8,10,0,0,14.000000001665482,11.958357967656445
CUST000898,,,,,,,0,0,0,,32,33988.03,1062.1259375,12535.67,35.12,0,0,32,9,6,0,0,19.25,11.812501222249791
CUST000899,,,,,,,0,0,0,,27,19550.9,724.1074074074074,4882.62,21.22,0,0,27,6,9,0,0,15.749999999999998,11.861111111248816
CUST000900,,,,,,,0,0,0,,24,8742.12,364.25500000000005,1959.05,10.35,0,0,24,6,6,0,0,14.0,11.447916833715917
CUST000901,,,,,,,0,0,0,,24,12103.84,504.32666666666665,3152.25,14.52,0,0,24,7,7,0,0,14.000000000106768,12.104166698630863
CUST000902,,,,,,,0,0,0,,21,13619.519999999999,648.5485714285713,1144.9,56.5,0,0,21,5,7,0,0,14.0,11.750000146156138
CUST000903,,,,,,,0,0,0,,25,13290.92,531.6368,2171.04,65.85,0,0,25,5,7,0,0,14.000000747482188,11.900000081856268
CUST000904,,,,,,,0,0,0,,18,8147.330000000001,452.6294444444445,3732.31,16.34,0,0,18,4,4,0,0,12.250000023738847,11.56944444582727
CUST000905,,,,,,,0,0,0,,33,24520.43,743.0433333333333,3118.21,21.84,0,0,33,10,7,0,0,14.000000020074838,11.825761366607503
CUST000906,,,,,,,0,0,0,,23,27276.109999999997,1185.9178260869564,9350.32,85.54,0,0,23,6,7,0,0,24.5,12.250001706933778
CUST000907,,,,,,,0,0,0,,20,21915.079999999998,1095.754,6654.67,115.1,0,0,20,5,7,0,0,19.25,11.900000203062735
CUST000908,,,,,,,0,0,0,,22,17488.97,794.9531818181819,4195.31,27.72,0,0,22,5,5,0,0,14.000000032261754,11.613642681949809
CUST000909,,,,,,,0,0,1,,24,22970.87,957.1195833333333,4128.19,27.75,0,0,24,7,5,16,0,26.75,24.635416678074012
CUST000910,,,,,,,0,0,0,,25,26737.34,1069.4936,6445.1,99.01,0,0,25,5,5,0,0,19.25,12.110000745952805
CUST000911,,,,,,,0,0,0,,20,9957.71,497.8855,2220.63,24.41,0,0,20,5,5,0,0,14.0,11.550000001734656
CUST000912,,,,,,,0,0,0,,27,13653.519999999999,505.68592592592586,2506.03,20.3,0,0,27,7,5,0,0,14.00000000005488,11.861111130710322
CUST000913,,,,,,,0,0,0,,24,12036.23,501.5095833333333,3221.87,20.71,0,0,24,7,5,0,0,14.0,11.375000005677668
CUST000914,,,,,,,0,0,0,,19,10019.8,527.357894736842,2077.93,13.41,0,0,19,7,5,0,0,14.0,11.789473686119225
CUST000915,,,,,,,0,0,0,,25,23367.86,934.7144000000001,6839.71,9.06,0,0,25,6,6,0,0,17.5,11.69000000142159
CUST000916,,,,,,,0,0,0,,30,39092.01,1303.067,11672.07,12.08,0,0,30,9,6,0,0,22.75,12.075001752759421
CUST000917,,,,,,,0,0,0,,30,29225.34,974.178,6042.48,43.96,0,0,30,5,9,0,0,24.5,12.308346636334669
CUST000918,,,,,,,0,0,0,,19,10593.190000000002,557.5363157894739,2018.56,32.33,0,0,19,4,5,0,0,14.0,11.421052670359364
CUST000919,,,,,,,0,0,0,,21,14519.89,691.4233333333333,3960.19,25.95,0,0,21,7,6,0,0,14.0,11.583333342244787
CUST000920,,,,,,,0,0,0,,19,13953.419999999998,734.3905263157894,3381.44,27.58,0,0,19,3,3,0,0,12.250000000248049,11.052635236082004
CUST000921,,,,,,,0,0,0,,17,8820.820000000002,518.8717647058825,2138.14,120.0,0,0,17,5,6,0,0,14.0,11.735294117754842
CUST000922,,,,,,,0,0,0,,24,16646.65,693.6104166666668,4810.36,64.48,0,0,24,6,4,0,0,14.000000000111202,11.520835034736095
CUST000923,,,,,,,0,0,0,,24,13092.18,545.5075,1629.16,24.87,0,0,24,8,5,0,0,12.250000017289128,11.447916827958279
CUST000924,,,,,,,0,0,0,,33,21254.64,644.0799999999999,8077.44,32.82,0,0,33,6,7,0,0,22.75,11.931823295484506
CUST000925,,,,,,,0,0,0,,30,22093.79,736.4596666666667,5853.89,37.89,0,0,30,7,8,0,0,19.250010112689107,11.958333780735012
CUST000926,,,,,,,0,0,0,,26,39064.27,1502.4719230769228,10221.49,57.11,0,0,26,6,8,0,0,24.5,13.259616202140112
CUST000927,,,,,,,0,0,0,,27,10310.05,381.8537037037037,1930.2,13.75,0,0,27,8,6,0,0,14.0,11.666666786987571
CUST000928,,,,,,,0,0,0,,26,9408.449999999999,361.8634615384615,1961.09,40.1,0,0,26,7,9,0,0,14.000000000176122,12.182692315917288
CUST000929,,,,,,,0,0,0,,14,7833.97,559.5692857142857,1556.04,16.26,0,0,14,5,3,0,0,14.000000009247524,11.625000000686866
CUST000930,,,,,,,0,0,0,,18,16481.829999999998,915.6572222222221,7246.23,69.94,0,0,18,4,4,0,0,19.25,11.569444454987604
CUST000931,,,,,,,0,0,0,,19,12388.130000000001,652.0068421052632,1874.8,42.48,0,0,19,4,5,0,0,14.00000000027811,11.421053017154291
CUST000932,,,,,,,0,0,0,,20,13088.560000000001,654.4280000000001,2849.17,27.69,0,0,20,7,3,0,0,14.0,11.462500000129852
CUST000933,,,,,,,0,0,0,,21,13675.35,651.2071428571429,3105.14,22.38,0,0,21,5,6,0,0,17.5,12.416680826556485
CUST000934,,,,,,,0,0,0,,24,13911.81,579.6587499999999,2204.31,51.72,0,0,24,6,5,0,0,12.250000421271222,11.375000027236311
CUST000935,,,,,,,0,0,0,,19,20814.0,1095.4736842105262,10206.7,54.05,0,0,19,7,3,0,0,17.5,12.065789473715093
CUST000936,,,,,,,0,0,0,,24,14884.39,620.1829166666666,2767.38,30.35,0,0,24,7,4,0,0,14.000000708085908,11.59381073005205
CUST000937,,,,,,,0,0,0,,25,22541.39,901.6555999999999,4475.17,24.83,0,0,25,6,4,0,0,14.0,11.550019765476685
CUST000938,,,,,,,0,0,0,,19,26323.31,1385.4373684210527,7466.35,20.9,0,0,19,5,5,0,0,24.500000002366043,13.263158954320657
CUST000939,,,,,,,1,0,0,,24,14617.61,609.0670833333334,2913.57,45.53,0,0,24,4,5,24,0,30.0,27.447916668482378
CUST000940,,,,,,,0,0,0,,15,8506.530000000002,567.1020000000002,3357.4,54.76,0,0,15,5,4,0,0,14.0,11.900000108817
CUST000941,,,,,,,0,0,0,,30,14513.339999999998,483.77799999999996,3021.19,26.23,0,0,30,6,7,0,0,14.0,11.491672452445204
CUST000942,,,,,,,0,0,0,,28,20692.850000000002,739.0303571428573,12021.63,32.15,0,0,28,7,6,0,0,19.25,11.812500044269939
CUST000943,,,,,,,0,0,0,,27,15806.230000000001,585.415925925926,2522.82,56.41,0,0,27,6,6,0,0,14.0,11.407407559148636
CUST000944,,,,,,,0,0,0,,21,24056.809999999998,1145.5623809523809,7381.57,48.04,0,0,21,7,5,0,0,19.25,12.000000408173364
CUST000945,,,,,,,0,0,0,,29,17503.520000000004,603.569655172414,5062.6,35.42,0,0,29,6,5,0,0,19.25,11.646560323790725
CUST000946,,,,,,,0,1,0,,27,10711.720000000001,396.7303703703704,2745.34,13.76,0,0,27,6,9,27,0,47.49999999999999,45.36111111115074
CUST000947,,,,,,,0,0,1,,21,11335.849999999999,539.8023809523809,1417.43,62.71,0,0,21,6,5,10,0,26.75000002857023,24.33333367724081
CUST000948,,,,,,,0,0,0,,22,19963.93,907.4513636363637,5077.97,38.69,0,0,22,6,5,0,0,19.25,12.01137237372218
CUST000949,,,,,,,0,0,0,,27,17480.39,647.4218518518518,3033.53,30.9,0,0,27,8,8,0,0,14.00000000000149,11.79629638521811
CUST000950,,,,,,,0,0,0,,29,25679.679999999997,885.5062068965516,7293.26,13.55,0,0,29,6,8,0,0,17.5,12.008620979412175
CUST000951,,,,,,,0,0,0,,26,22203.05,853.9634615384615,5304.53,51.53,0,0,26,4,5,0,0,22.75,11.98076926037017
CUST000952,,,,,,,0,0,0,,33,26192.55,793.7136363636364,6349.44,48.0,0,0,33,10,8,0,0,17.5,11.878787914275621
CUST000953,,,,,,,0,0,0,,24,14119.16,588.2983333333333,3776.1,52.14,0,0,24,6,7,0,0,12.250001084666286,11.375000084677287
CUST000954,,,,,,,0,0,1,,21,10847.15,516.5309523809524,2281.11,42.1,0,0,21,5,5,12,0,26.75,24.583334497947696
CUST000955,,,,,,,0,0,0,,17,15731.1,925.3588235294118,5503.27,25.52,0,0,17,6,6,0,0,17.5,12.455887785289837
CUST000956,,,,,,,0,0,0,,30,21854.989999999998,728.4996666666666,4756.82,23.22,0,0,30,6,8,0,0,14.000000008347047,11.725000155650127
CUST000957,,,,,,,0,0,0,,27,16301.3,603.7518518518518,2383.88,29.96,0,0,27,6,6,0,0,14.0,11.407407955649411
CUST000958,,,,,,,0,0,0,,19,29330.649999999998,1543.7184210526314,9788.85,37.11,0,0,19,5,8,0,0,24.5,12.894737516259363
CUST000959,,,,,,,0,0,0,,28,25297.290000000005,903.4746428571431,5515.54,23.26,0,0,28,6,7,0,0,17.500074456557332,11.750002698847197
CUST000960,,,,,,,0,0,1,,24,19396.39,808.1829166666666,3253.94,59.66,0,0,24,6,8,15,0,26.75000046118065,24.56250073798924
CUST000961,,,,,,,0,0,0,,21,8788.86,418.51714285714286,1837.32,45.0,0,0,21,6,4,0,0,14.000000000002265,11.333333344788441
CUST000962,,,,,,,0,0,0,,25,18800.819999999996,752.0327999999998,6514.71,38.43,0,0,25,8,4,0,0,17.5,12.04000001526944
CUST000963,,,,,,,0,0,0,,31,26426.149999999994,852.456451612903,8550.49,10.65,0,0,31,7,7,0,0,22.750764448435252,12.08067603321315
CUST000964,,,,,,,0,0,0,,27,17793.54,659.02,3561.78,17.04,0,0,27,6,7,0,0,14.0,11.731481515749708
CUST000965,,,,,,,0,0,0,,30,19706.520000000004,656.8840000000001,3232.41,14.68,0,0,30,9,6,0,0,14.000016160179598,11.958333875929572
CUST000966,,,,,,,0,0,0,,28,11270.53,402.5189285714286,1462.88,50.29,0,0,28,8,8,0,0,14.000000000166144,11.875000063329598
CUST000967,,,,,,,0,0,0,,24,12619.14,525.7975,4040.41,40.2,0,0,24,5,5,0,0,14.0,11.447916866327018
CUST000968,,,,,,,0,0,0,,31,14008.58,451.8896774193548,3691.75,62.38,0,0,31,7,7,0,0,14.0,11.911290389477927
CUST000969,,,,,,,0,0,0,,21,7952.33,378.6823809523809,1138.01,37.98,0,0,21,6,5,0,0,14.00000000047319,12.250013887373909
CUST000970,,,,,,,0,0,0,,29,19425.48,669.8441379310344,4358.7,28.22,0,0,29,8,4,0,0,14.0,11.887931068613515
CUST000971,,,,,,,0,0,0,,12,8745.739999999998,728.8116666666665,1849.31,82.4,0,0,12,4,4,0,0,12.250000000211836,11.375002105322944
CUST000972,,,,,,,0,0,0,,29,17037.23,587.4906896551724,3268.24,14.02,0,0,29,11,8,0,0,14.000000050989891,12.06896603896436
CUST000973,,,,,,,0,0,0,,27,25461.64,943.0237037037036,3193.97,42.71,0,0,27,5,8,0,0,14.0,11.731481938613616
CUST000974,,,,,,,1,0,0,,23,28052.429999999997,1219.6708695652173,5659.62,105.58,0,0,23,5,6,23,0,35.250000000318074,27.869565217500334
CUST000975,,,,,,,0,0,0,,28,30056.450000000004,1073.444642857143,15558.81,32.24,0,0,28,6,7,0,0,24.50000000484431,12.06250004189051
CUST000976,,,,,,,0,0,0,,27,18017.039999999997,667.2977777777777,3299.58,53.66,0,0,27,7,4,0,0,14.0,11.27777779303327
CUST000977,,,,,,,0,0,0,,19,18172.460000000003,956.4452631578948,10045.25,15.89,0,0,19,7,6,0,0,24.5,12.710526315822273
CUST000978,,,,,,,1,0,0,,19,21849.62,1149.98,4701.43,39.87,0,0,19,5,5,19,0,30.0,27.513157894737095
CUST000979,,,,,,,1,0,0,,17,8584.15,504.95,2139.47,41.25,0,0,17,4,7,17,0,30.0,28.14705882353338
CUST000980,,,,,,,0,0,0,,21,10364.46,493.54571428571427,2184.61,24.63,0,0,21,5,3,0,0,12.250000210531782,11.16667764954291
CUST000981,,,,,,,0,0,0,,22,10857.07,493.5031818181818,1403.35,42.03,0,0,22,7,6,0,0,14.000128837362752,11.85227859656622
CUST000982,,,,,,,0,0,0,,18,8619.160000000002,478.8422222222223,1566.42,33.52,0,0,18,7,6,0,0,14.0,11.958333333333334
CUST000983,,,,,,,1,0,0,,19,17212.95,905.9447368421053,3642.62,32.84,0,0,19,4,7,19,0,30.0,27.973684329039855
CUST000984,,,,,,,0,0,0,,23,10676.889999999998,464.2126086956521,1884.66,22.02,0,0,23,8,4,0,0,14.00000032653669,12.326087200989575
CUST000985,,,,,,,0,0,0,,32,29217.559999999998,913.0487499999999,3567.06,61.32,0,0,32,10,4,0,0,14.0,11.484375204845538
CUST000986,,,,,,,0,0,0,,28,18577.489999999998,663.4817857142856,2885.6,40.88,0,0,28,9,5,0,0,14.0,11.62505020396885
