case_id,customer_id,case_priority,case_risk_level,risk_score,primary_alert_type,red_flag_count,transaction_count,total_transaction_volume_usd,narrative_quality_score,sar_narrative_draft,human_review_required,automatic_sar_filing
AML-CUST000555,CUST000555,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,26,20807.69,100.0,"Case AML-CUST000555 was reviewed for potential suspicious financial activity involving Customer CUST000555 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-11 through 2025-12-19, the customer conducted 26 reviewed transactions totaling $20,807.69. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included CARD_PAYMENT, CASH_WITHDRAWAL, ACH, P2P_TRANSFER, WIRE, CASH_DEPOSIT. Channels observed included Mobile App, Online Banking, ATM, Branch. Observed origin countries included United Kingdom, United States, India, Brazil, Singapore, Canada. Observed destination countries included United States, Singapore, India, Canada, Hong Kong, Mexico, Brazil, United Kingdom. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00100533 for $93.88 on 2025-01-11 17:23:00; transaction TXN00062822 for $56.10 on 2025-01-15 16:03:00; transaction TXN00111314 for $590.60 on 2025-01-28 11:01:00; transaction TXN00117292 for $1,587.01 on 2025-02-09 22:12:00; transaction TXN00036517 for $481.37 on 2025-02-23 11:15:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000627,CUST000627,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,25,17679.24,100.0,"Case AML-CUST000627 was reviewed for potential suspicious financial activity involving Customer CUST000627 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-21 through 2025-12-30, the customer conducted 25 reviewed transactions totaling $17,679.24. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included CASH_WITHDRAWAL, P2P_TRANSFER, WIRE, ACH, CASH_DEPOSIT, ATM, CARD_PAYMENT. Channels observed included Mobile App, ATM, Online Banking, Branch. Observed origin countries included United States, Mexico, United Kingdom, Nigeria, Canada, UAE, India. Observed destination countries included India, Turkey, Germany, Hong Kong, United States, Nigeria, Canada, Mexico. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00005802 for $514.31 on 2025-01-21 12:50:00; transaction TXN00065313 for $223.06 on 2025-03-02 13:11:00; transaction TXN00091120 for $617.51 on 2025-03-16 21:08:00; transaction TXN00113956 for $2,340.09 on 2025-03-21 12:06:00; transaction TXN00040270 for $920.48 on 2025-03-28 03:48:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000645,CUST000645,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,27,19856.16,100.0,"Case AML-CUST000645 was reviewed for potential suspicious financial activity involving Customer CUST000645 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-08 through 2025-12-31, the customer conducted 27 reviewed transactions totaling $19,856.16. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included CARD_PAYMENT, ATM, P2P_TRANSFER, ACH, WIRE, INTERNATIONAL_WIRE, CASH_DEPOSIT, CASH_WITHDRAWAL. Channels observed included Mobile App, Online Banking, Branch, Phone, ATM. Observed origin countries included United States, United Kingdom, Singapore, India, Germany. Observed destination countries included Singapore, Nigeria, United States, Hong Kong, Germany, Canada, Mexico, United Kingdom. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00060966 for $1,985.11 on 2025-01-08 20:33:00; transaction TXN00086428 for $143.13 on 2025-01-21 11:44:00; transaction TXN00044283 for $305.57 on 2025-01-25 04:43:00; transaction TXN00041259 for $388.65 on 2025-02-20 01:08:00; transaction TXN00018293 for $1,205.93 on 2025-03-05 15:29:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000664,CUST000664,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,25,15244.92,100.0,"Case AML-CUST000664 was reviewed for potential suspicious financial activity involving Customer CUST000664 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-04 through 2025-12-11, the customer conducted 25 reviewed transactions totaling $15,244.92. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included CARD_PAYMENT, CASH_DEPOSIT, ACH, ATM, P2P_TRANSFER, WIRE. Channels observed included ATM, Online Banking, Mobile App, Phone, Branch. Observed origin countries included Canada, United States, India, Mexico, United Kingdom, Turkey. Observed destination countries included United States, United Kingdom, Hong Kong, Mexico, Nigeria, Brazil, Singapore. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00079480 for $588.20 on 2025-01-04 20:26:00; transaction TXN00106835 for $40.32 on 2025-01-13 13:48:00; transaction TXN00005713 for $1,182.88 on 2025-01-30 15:05:00; transaction TXN00055393 for $134.52 on 2025-02-13 10:18:00; transaction TXN00043466 for $108.99 on 2025-03-03 07:39:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000726,CUST000726,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,20,9316.18,100.0,"Case AML-CUST000726 was reviewed for potential suspicious financial activity involving Customer CUST000726 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-04 through 2025-11-30, the customer conducted 20 reviewed transactions totaling $9,316.18. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included CASH_WITHDRAWAL, ACH, CASH_DEPOSIT, CARD_PAYMENT, WIRE, P2P_TRANSFER, ATM, INTERNATIONAL_WIRE. Channels observed included Online Banking, Mobile App, Branch, Phone, ATM. Observed origin countries included United States, Germany, Singapore, Nigeria, India. Observed destination countries included United States, Turkey, United Kingdom, India. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00001186 for $1,179.10 on 2025-01-04 09:33:00; transaction TXN00078748 for $465.58 on 2025-01-20 07:12:00; transaction TXN00055104 for $133.85 on 2025-03-29 22:16:00; transaction TXN00006307 for $110.16 on 2025-03-31 05:49:00; transaction TXN00078150 for $939.35 on 2025-05-22 14:34:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000733,CUST000733,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,31,21688.5,100.0,"Case AML-CUST000733 was reviewed for potential suspicious financial activity involving Customer CUST000733 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-06 through 2025-12-22, the customer conducted 31 reviewed transactions totaling $21,688.50. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included ACH, WIRE, CARD_PAYMENT, P2P_TRANSFER, ATM, CASH_WITHDRAWAL. Channels observed included Mobile App, Online Banking, Branch, Phone, ATM. Observed origin countries included United States, India, United Kingdom, Hong Kong, Canada, Mexico. Observed destination countries included United States, Singapore, Canada, UAE, Germany, United Kingdom, Turkey, Hong Kong. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00045027 for $163.33 on 2025-01-06 14:17:00; transaction TXN00011099 for $2,521.77 on 2025-01-07 10:27:00; transaction TXN00069143 for $80.44 on 2025-02-22 15:55:00; transaction TXN00033028 for $139.89 on 2025-03-01 11:37:00; transaction TXN00098887 for $3,937.76 on 2025-03-22 01:04:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000773,CUST000773,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,14,5259.24,100.0,"Case AML-CUST000773 was reviewed for potential suspicious financial activity involving Customer CUST000773 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-09 through 2025-12-20, the customer conducted 14 reviewed transactions totaling $5,259.24. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included ACH, CARD_PAYMENT, CASH_DEPOSIT, P2P_TRANSFER, ATM, CASH_WITHDRAWAL. Channels observed included Mobile App, Online Banking, Branch, Phone. Observed origin countries included Canada, United States, Singapore, Nigeria, United Kingdom, UAE. Observed destination countries included United States, Germany, Mexico, Brazil. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00106767 for $690.98 on 2025-01-09 16:45:00; transaction TXN00101697 for $266.56 on 2025-01-15 11:59:00; transaction TXN00004943 for $763.19 on 2025-02-05 09:33:00; transaction TXN00076051 for $375.16 on 2025-02-06 05:12:00; transaction TXN00110680 for $258.51 on 2025-02-25 00:46:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000803,CUST000803,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,34,25524.42,100.0,"Case AML-CUST000803 was reviewed for potential suspicious financial activity involving Customer CUST000803 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-01 through 2025-12-18, the customer conducted 34 reviewed transactions totaling $25,524.42. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included P2P_TRANSFER, WIRE, CASH_WITHDRAWAL, ACH, CARD_PAYMENT, INTERNATIONAL_WIRE, CASH_DEPOSIT, ATM. Channels observed included Online Banking, Phone, Mobile App, ATM, Branch. Observed origin countries included United States, United Kingdom, Singapore, Mexico, UAE, India, Brazil, Canada. Observed destination countries included Brazil, United States, Germany, Hong Kong, Singapore, Turkey, India, Mexico. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00067416 for $210.07 on 2025-01-01 09:43:00; transaction TXN00115954 for $457.84 on 2025-01-15 23:12:00; transaction TXN00068836 for $52.56 on 2025-01-24 11:10:00; transaction TXN00068408 for $1,165.84 on 2025-01-26 05:10:00; transaction TXN00016475 for $489.89 on 2025-01-27 21:16:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000871,CUST000871,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,23,9765.99,100.0,"Case AML-CUST000871 was reviewed for potential suspicious financial activity involving Customer CUST000871 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-09 through 2025-12-27, the customer conducted 23 reviewed transactions totaling $9,765.99. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included CARD_PAYMENT, INTERNATIONAL_WIRE, ACH, P2P_TRANSFER, WIRE, CASH_WITHDRAWAL, ATM, CASH_DEPOSIT. Channels observed included ATM, Online Banking, Mobile App, Phone, Branch. Observed origin countries included United States, Turkey, Singapore, Canada, Germany, UAE, Hong Kong. Observed destination countries included United States, Mexico, Hong Kong, Germany, India, United Kingdom, Turkey. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00035272 for $794.62 on 2025-01-09 04:12:00; transaction TXN00026624 for $1,099.72 on 2025-01-18 09:25:00; transaction TXN00068282 for $674.69 on 2025-01-21 11:42:00; transaction TXN00077987 for $666.62 on 2025-01-29 06:58:00; transaction TXN00014404 for $871.97 on 2025-02-01 23:48:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000939,CUST000939,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,24,14617.61,100.0,"Case AML-CUST000939 was reviewed for potential suspicious financial activity involving Customer CUST000939 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-03 through 2025-12-31, the customer conducted 24 reviewed transactions totaling $14,617.61. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included ACH, CARD_PAYMENT, CASH_WITHDRAWAL, ATM, P2P_TRANSFER, WIRE, INTERNATIONAL_WIRE, CASH_DEPOSIT. Channels observed included ATM, Mobile App, Online Banking, Phone. Observed origin countries included Canada, Mexico, United States, Turkey. Observed destination countries included Hong Kong, United States, Mexico, United Kingdom, Canada. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00060254 for $1,329.56 on 2025-01-03 05:34:00; transaction TXN00074242 for $2,913.57 on 2025-02-15 11:19:00; transaction TXN00099082 for $957.26 on 2025-02-25 10:45:00; transaction TXN00076622 for $77.89 on 2025-03-09 06:55:00; transaction TXN00068749 for $479.16 on 2025-03-13 18:07:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000978,CUST000978,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,19,21849.62,100.0,"Case AML-CUST000978 was reviewed for potential suspicious financial activity involving Customer CUST000978 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-02 through 2025-10-28, the customer conducted 19 reviewed transactions totaling $21,849.62. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator; Behavioral model drivers: transaction_hour | is_night_transaction | is_small_cash_transaction. Transaction types observed included CARD_PAYMENT, ACH, WIRE, P2P_TRANSFER, CASH_DEPOSIT, CASH_WITHDRAWAL. Channels observed included ATM, Online Banking, Mobile App, Phone. Observed origin countries included United States, Canada, India, Mexico, Hong Kong. Observed destination countries included United States, Canada, United Kingdom, UAE, Brazil. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00034805 for $4,701.43 on 2025-01-02 23:00:00; transaction TXN00041095 for $2,318.79 on 2025-01-12 22:12:00; transaction TXN00087239 for $1,741.00 on 2025-02-07 11:39:00; transaction TXN00041975 for $330.67 on 2025-02-14 20:48:00; transaction TXN00090669 for $139.21 on 2025-02-18 13:54:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000979,CUST000979,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,17,8584.15,100.0,"Case AML-CUST000979 was reviewed for potential suspicious financial activity involving Customer CUST000979 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-03 through 2025-12-08, the customer conducted 17 reviewed transactions totaling $8,584.15. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included ATM, CASH_DEPOSIT, CARD_PAYMENT, ACH, P2P_TRANSFER, WIRE, INTERNATIONAL_WIRE. Channels observed included Mobile App, Online Banking, Branch. Observed origin countries included United States, Canada, Hong Kong, Turkey. Observed destination countries included United States, Singapore, Hong Kong, Brazil, Canada, Nigeria, Turkey. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00033401 for $279.34 on 2025-01-03 04:29:00; transaction TXN00026915 for $255.45 on 2025-02-01 23:56:00; transaction TXN00076557 for $177.57 on 2025-02-09 21:37:00; transaction TXN00104483 for $574.69 on 2025-03-07 23:55:00; transaction TXN00076474 for $418.55 on 2025-03-08 17:09:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST000983,CUST000983,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,19,17212.95,100.0,"Case AML-CUST000983 was reviewed for potential suspicious financial activity involving Customer CUST000983 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-02-09 through 2025-12-27, the customer conducted 19 reviewed transactions totaling $17,212.95. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included CASH_DEPOSIT, ACH, CARD_PAYMENT, P2P_TRANSFER, WIRE, ATM. Channels observed included Mobile App, Online Banking, ATM, Branch, Phone. Observed origin countries included United States, Turkey, United Kingdom, Mexico. Observed destination countries included United States, Brazil, India, Hong Kong, Canada, Singapore, Mexico. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00050612 for $442.74 on 2025-02-09 08:57:00; transaction TXN00084555 for $1,065.51 on 2025-02-16 00:43:00; transaction TXN00057309 for $117.63 on 2025-02-23 01:26:00; transaction TXN00052455 for $519.47 on 2025-03-26 15:13:00; transaction TXN00104458 for $868.60 on 2025-05-05 04:01:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST001164,CUST001164,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,28,18156.38,100.0,"Case AML-CUST001164 was reviewed for potential suspicious financial activity involving Customer CUST001164 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-01-10 through 2025-12-30, the customer conducted 28 reviewed transactions totaling $18,156.38. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included P2P_TRANSFER, INTERNATIONAL_WIRE, CARD_PAYMENT, WIRE, ACH, ATM, CASH_WITHDRAWAL, CASH_DEPOSIT. Channels observed included Branch, Online Banking, Mobile App, ATM. Observed origin countries included United States, Turkey, Canada, Hong Kong, UAE, Nigeria, Germany, India. Observed destination countries included Brazil, United States, Mexico, Germany. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00106522 for $435.68 on 2025-01-10 02:18:00; transaction TXN00079335 for $28.22 on 2025-02-07 07:16:00; transaction TXN00056416 for $328.83 on 2025-02-22 08:44:00; transaction TXN00042503 for $3,333.74 on 2025-03-13 21:06:00; transaction TXN00110460 for $475.85 on 2025-03-16 11:18:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
AML-CUST001176,CUST001176,P3,MEDIUM,30.0,GENERAL_TRANSACTION_MONITORING,3,30,18257.63,100.0,"Case AML-CUST001176 was reviewed for potential suspicious financial activity involving Customer CUST001176 is identified in the synthetic dataset as a customer. The recorded annual income is $0.00, and the expected monthly transaction volume is $0.00. During the period from 2025-02-16 through 2025-12-22, the customer conducted 30 reviewed transactions totaling $18,257.63. The activity generated an AML monitoring alert categorized as GENERAL_TRANSACTION_MONITORING. The alert was generated because High rule-engine risk; PEP indicator. Transaction types observed included ACH, CARD_PAYMENT, WIRE, ATM, P2P_TRANSFER, CASH_DEPOSIT, INTERNATIONAL_WIRE. Channels observed included Online Banking, ATM, Mobile App, Phone, Branch. Observed origin countries included United States, UAE, Canada, Germany, Hong Kong, Turkey, Mexico. Observed destination countries included United States, United Kingdom, Hong Kong, Mexico, Nigeria, Canada. The investigation identified the following behavioral indicators: Activity involves multiple origin countries and elevated transaction frequency.; Customer interacted with multiple counterparties.; Customer is marked with a PEP indicator in the synthetic dataset.. The combined AML risk score for the case was 30.00, with a case risk level of MEDIUM and investigation priority P3. Model and rule assessment was recorded as RULE_HIGH_ML_LOW. The activity was considered unusual for review because the observed transaction behavior, transaction volume, frequency, geographic activity and/or other risk indicators required additional assessment against the customer's known profile and expected activity. Examples of reviewed transactions include transaction TXN00115170 for $663.65 on 2025-02-16 16:26:00; transaction TXN00008880 for $651.02 on 2025-02-28 04:09:00; transaction TXN00036715 for $668.65 on 2025-03-04 22:12:00; transaction TXN00005338 for $79.38 on 2025-03-29 01:10:00; transaction TXN00018011 for $547.03 on 2025-04-02 13:24:00. The information above represents the available synthetic investigation evidence for analyst review. Any SAR filing determination should be made by an authorized financial-crime professional after review of the relevant facts and supporting information.",YES,NO
