case_id,customer_id,quality_score,has_who,has_what,has_when,has_where,has_why,has_amount,chronological_language,human_review_statement
AML-CUST001311,CUST001311,100.0,True,True,True,True,True,True,True,True
AML-CUST001327,CUST001327,100.0,True,True,True,True,True,True,True,True
AML-CUST001388,CUST001388,100.0,True,True,True,True,True,True,True,True
AML-CUST001946,CUST001946,100.0,True,True,True,True,True,True,True,True
AML-CUST002098,CUST002098,100.0,True,True,True,True,True,True,True,True
AML-CUST002192,CUST002192,100.0,True,True,True,True,True,True,True,True
AML-CUST002741,CUST002741,100.0,True,True,True,True,True,True,True,True
AML-CUST002848,CUST002848,100.0,True,True,True,True,True,True,True,True
AML-CUST003181,CUST003181,100.0,True,True,True,True,True,True,True,True
AML-CUST003198,CUST003198,100.0,True,True,True,True,True,True,True,True
AML-CUST003439,CUST003439,100.0,True,True,True,True,True,True,True,True
AML-CUST003869,CUST003869,100.0,True,True,True,True,True,True,True,True
AML-CUST003911,CUST003911,100.0,True,True,True,True,True,True,True,True
AML-CUST004012,CUST004012,100.0,True,True,True,True,True,True,True,True
AML-CUST004276,CUST004276,100.0,True,True,True,True,True,True,True,True
AML-CUST004338,CUST004338,100.0,True,True,True,True,True,True,True,True
AML-CUST004632,CUST004632,100.0,True,True,True,True,True,True,True,True
AML-CUST004748,CUST004748,100.0,True,True,True,True,True,True,True,True
AML-CUST004816,CUST004816,100.0,True,True,True,True,True,True,True,True
AML-CUST004913,CUST004913,100.0,True,True,True,True,True,True,True,True
AML-CUST004941,CUST004941,100.0,True,True,True,True,True,True,True,True
AML-CUST002840,CUST002840,100.0,True,True,True,True,True,True,True,True
AML-CUST000860,CUST000860,100.0,True,True,True,True,True,True,True,True
AML-CUST001071,CUST001071,100.0,True,True,True,True,True,True,True,True
AML-CUST001625,CUST001625,100.0,True,True,True,True,True,True,True,True
AML-CUST001893,CUST001893,100.0,True,True,True,True,True,True,True,True
AML-CUST002944,CUST002944,100.0,True,True,True,True,True,True,True,True
AML-CUST004596,CUST004596,100.0,True,True,True,True,True,True,True,True
AML-CUST004729,CUST004729,100.0,True,True,True,True,True,True,True,True
AML-CUST004825,CUST004825,100.0,True,True,True,True,True,True,True,True
AML-CUST004897,CUST004897,100.0,True,True,True,True,True,True,True,True
AML-CUST004904,CUST004904,100.0,True,True,True,True,True,True,True,True
AML-CUST000238,CUST000238,100.0,True,True,True,True,True,True,True,True
AML-CUST000437,CUST000437,100.0,True,True,True,True,True,True,True,True
AML-CUST000600,CUST000600,100.0,True,True,True,True,True,True,True,True
AML-CUST000651,CUST000651,100.0,True,True,True,True,True,True,True,True
AML-CUST000663,CUST000663,100.0,True,True,True,True,True,True,True,True
AML-CUST000808,CUST000808,100.0,True,True,True,True,True,True,True,True
AML-CUST001050,CUST001050,100.0,True,True,True,True,True,True,True,True
AML-CUST001067,CUST001067,100.0,True,True,True,True,True,True,True,True
AML-CUST001121,CUST001121,100.0,True,True,True,True,True,True,True,True
AML-CUST001143,CUST001143,100.0,True,True,True,True,True,True,True,True
AML-CUST001260,CUST001260,100.0,True,True,True,True,True,True,True,True
AML-CUST001387,CUST001387,100.0,True,True,True,True,True,True,True,True
AML-CUST001454,CUST001454,100.0,True,True,True,True,True,True,True,True
AML-CUST001500,CUST001500,100.0,True,True,True,True,True,True,True,True
AML-CUST001543,CUST001543,100.0,True,True,True,True,True,True,True,True
AML-CUST001891,CUST001891,100.0,True,True,True,True,True,True,True,True
AML-CUST001986,CUST001986,100.0,True,True,True,True,True,True,True,True
AML-CUST002129,CUST002129,100.0,True,True,True,True,True,True,True,True
AML-CUST002654,CUST002654,100.0,True,True,True,True,True,True,True,True
AML-CUST002709,CUST002709,100.0,True,True,True,True,True,True,True,True
AML-CUST002758,CUST002758,100.0,True,True,True,True,True,True,True,True
AML-CUST002839,CUST002839,100.0,True,True,True,True,True,True,True,True
AML-CUST002891,CUST002891,100.0,True,True,True,True,True,True,True,True
AML-CUST002961,CUST002961,100.0,True,True,True,True,True,True,True,True
AML-CUST003053,CUST003053,100.0,True,True,True,True,True,True,True,True
AML-CUST003224,CUST003224,100.0,True,True,True,True,True,True,True,True
AML-CUST003251,CUST003251,100.0,True,True,True,True,True,True,True,True
AML-CUST003271,CUST003271,100.0,True,True,True,True,True,True,True,True
AML-CUST003291,CUST003291,100.0,True,True,True,True,True,True,True,True
AML-CUST003308,CUST003308,100.0,True,True,True,True,True,True,True,True
AML-CUST003355,CUST003355,100.0,True,True,True,True,True,True,True,True
AML-CUST003536,CUST003536,100.0,True,True,True,True,True,True,True,True
AML-CUST003652,CUST003652,100.0,True,True,True,True,True,True,True,True
AML-CUST003663,CUST003663,100.0,True,True,True,True,True,True,True,True
AML-CUST003800,CUST003800,100.0,True,True,True,True,True,True,True,True
AML-CUST003889,CUST003889,100.0,True,True,True,True,True,True,True,True
AML-CUST003916,CUST003916,100.0,True,True,True,True,True,True,True,True
AML-CUST003970,CUST003970,100.0,True,True,True,True,True,True,True,True
AML-CUST004054,CUST004054,100.0,True,True,True,True,True,True,True,True
AML-CUST004167,CUST004167,100.0,True,True,True,True,True,True,True,True
AML-CUST004344,CUST004344,100.0,True,True,True,True,True,True,True,True
AML-CUST004411,CUST004411,100.0,True,True,True,True,True,True,True,True
AML-CUST004461,CUST004461,100.0,True,True,True,True,True,True,True,True
AML-CUST004482,CUST004482,100.0,True,True,True,True,True,True,True,True
AML-CUST004750,CUST004750,100.0,True,True,True,True,True,True,True,True
AML-CUST004759,CUST004759,100.0,True,True,True,True,True,True,True,True
AML-CUST004855,CUST004855,100.0,True,True,True,True,True,True,True,True
AML-CUST004857,CUST004857,100.0,True,True,True,True,True,True,True,True
AML-CUST004995,CUST004995,100.0,True,True,True,True,True,True,True,True
AML-CUST004777,CUST004777,100.0,True,True,True,True,True,True,True,True
AML-CUST000193,CUST000193,100.0,True,True,True,True,True,True,True,True
AML-CUST000303,CUST000303,100.0,True,True,True,True,True,True,True,True
AML-CUST000335,CUST000335,100.0,True,True,True,True,True,True,True,True
AML-CUST000355,CUST000355,100.0,True,True,True,True,True,True,True,True
AML-CUST000383,CUST000383,100.0,True,True,True,True,True,True,True,True
AML-CUST000411,CUST000411,100.0,True,True,True,True,True,True,True,True
AML-CUST000454,CUST000454,100.0,True,True,True,True,True,True,True,True
AML-CUST000473,CUST000473,100.0,True,True,True,True,True,True,True,True
AML-CUST000504,CUST000504,100.0,True,True,True,True,True,True,True,True
AML-CUST000528,CUST000528,100.0,True,True,True,True,True,True,True,True
AML-CUST000562,CUST000562,100.0,True,True,True,True,True,True,True,True
AML-CUST000594,CUST000594,100.0,True,True,True,True,True,True,True,True
AML-CUST000611,CUST000611,100.0,True,True,True,True,True,True,True,True
AML-CUST000642,CUST000642,100.0,True,True,True,True,True,True,True,True
AML-CUST000668,CUST000668,100.0,True,True,True,True,True,True,True,True
AML-CUST000704,CUST000704,100.0,True,True,True,True,True,True,True,True
AML-CUST000713,CUST000713,100.0,True,True,True,True,True,True,True,True
AML-CUST000738,CUST000738,100.0,True,True,True,True,True,True,True,True
AML-CUST000815,CUST000815,100.0,True,True,True,True,True,True,True,True
AML-CUST000909,CUST000909,100.0,True,True,True,True,True,True,True,True
AML-CUST000947,CUST000947,100.0,True,True,True,True,True,True,True,True
AML-CUST000954,CUST000954,100.0,True,True,True,True,True,True,True,True
AML-CUST000960,CUST000960,100.0,True,True,True,True,True,True,True,True
AML-CUST001009,CUST001009,100.0,True,True,True,True,True,True,True,True
AML-CUST001083,CUST001083,100.0,True,True,True,True,True,True,True,True
AML-CUST001089,CUST001089,100.0,True,True,True,True,True,True,True,True
AML-CUST001105,CUST001105,100.0,True,True,True,True,True,True,True,True
AML-CUST001124,CUST001124,100.0,True,True,True,True,True,True,True,True
AML-CUST001150,CUST001150,100.0,True,True,True,True,True,True,True,True
AML-CUST001161,CUST001161,100.0,True,True,True,True,True,True,True,True
AML-CUST001175,CUST001175,100.0,True,True,True,True,True,True,True,True
AML-CUST001199,CUST001199,100.0,True,True,True,True,True,True,True,True
AML-CUST001215,CUST001215,100.0,True,True,True,True,True,True,True,True
AML-CUST001271,CUST001271,100.0,True,True,True,True,True,True,True,True
AML-CUST001303,CUST001303,100.0,True,True,True,True,True,True,True,True
AML-CUST001307,CUST001307,100.0,True,True,True,True,True,True,True,True
AML-CUST001320,CUST001320,100.0,True,True,True,True,True,True,True,True
AML-CUST001394,CUST001394,100.0,True,True,True,True,True,True,True,True
AML-CUST001507,CUST001507,100.0,True,True,True,True,True,True,True,True
AML-CUST001516,CUST001516,100.0,True,True,True,True,True,True,True,True
AML-CUST001532,CUST001532,100.0,True,True,True,True,True,True,True,True
AML-CUST001621,CUST001621,100.0,True,True,True,True,True,True,True,True
AML-CUST001649,CUST001649,100.0,True,True,True,True,True,True,True,True
AML-CUST001663,CUST001663,100.0,True,True,True,True,True,True,True,True
AML-CUST001702,CUST001702,100.0,True,True,True,True,True,True,True,True
AML-CUST001733,CUST001733,100.0,True,True,True,True,True,True,True,True
AML-CUST001756,CUST001756,100.0,True,True,True,True,True,True,True,True
AML-CUST001816,CUST001816,100.0,True,True,True,True,True,True,True,True
AML-CUST001845,CUST001845,100.0,True,True,True,True,True,True,True,True
AML-CUST001962,CUST001962,100.0,True,True,True,True,True,True,True,True
AML-CUST001969,CUST001969,100.0,True,True,True,True,True,True,True,True
AML-CUST002010,CUST002010,100.0,True,True,True,True,True,True,True,True
AML-CUST002046,CUST002046,100.0,True,True,True,True,True,True,True,True
AML-CUST002059,CUST002059,100.0,True,True,True,True,True,True,True,True
AML-CUST002109,CUST002109,100.0,True,True,True,True,True,True,True,True
AML-CUST002135,CUST002135,100.0,True,True,True,True,True,True,True,True
AML-CUST002300,CUST002300,100.0,True,True,True,True,True,True,True,True
AML-CUST002317,CUST002317,100.0,True,True,True,True,True,True,True,True
AML-CUST002335,CUST002335,100.0,True,True,True,True,True,True,True,True
AML-CUST002400,CUST002400,100.0,True,True,True,True,True,True,True,True
AML-CUST002414,CUST002414,100.0,True,True,True,True,True,True,True,True
AML-CUST002416,CUST002416,100.0,True,True,True,True,True,True,True,True
AML-CUST002451,CUST002451,100.0,True,True,True,True,True,True,True,True
AML-CUST002583,CUST002583,100.0,True,True,True,True,True,True,True,True
AML-CUST002589,CUST002589,100.0,True,True,True,True,True,True,True,True
AML-CUST002592,CUST002592,100.0,True,True,True,True,True,True,True,True
AML-CUST002597,CUST002597,100.0,True,True,True,True,True,True,True,True
AML-CUST002620,CUST002620,100.0,True,True,True,True,True,True,True,True
AML-CUST002624,CUST002624,100.0,True,True,True,True,True,True,True,True
AML-CUST002637,CUST002637,100.0,True,True,True,True,True,True,True,True
AML-CUST002720,CUST002720,100.0,True,True,True,True,True,True,True,True
AML-CUST002794,CUST002794,100.0,True,True,True,True,True,True,True,True
AML-CUST002807,CUST002807,100.0,True,True,True,True,True,True,True,True
AML-CUST002897,CUST002897,100.0,True,True,True,True,True,True,True,True
AML-CUST002925,CUST002925,100.0,True,True,True,True,True,True,True,True
AML-CUST002992,CUST002992,100.0,True,True,True,True,True,True,True,True
AML-CUST003131,CUST003131,100.0,True,True,True,True,True,True,True,True
AML-CUST003141,CUST003141,100.0,True,True,True,True,True,True,True,True
AML-CUST003223,CUST003223,100.0,True,True,True,True,True,True,True,True
AML-CUST003237,CUST003237,100.0,True,True,True,True,True,True,True,True
AML-CUST003274,CUST003274,100.0,True,True,True,True,True,True,True,True
AML-CUST003309,CUST003309,100.0,True,True,True,True,True,True,True,True
AML-CUST003338,CUST003338,100.0,True,True,True,True,True,True,True,True
AML-CUST003403,CUST003403,100.0,True,True,True,True,True,True,True,True
AML-CUST003445,CUST003445,100.0,True,True,True,True,True,True,True,True
AML-CUST003465,CUST003465,100.0,True,True,True,True,True,True,True,True
AML-CUST003477,CUST003477,100.0,True,True,True,True,True,True,True,True
AML-CUST003558,CUST003558,100.0,True,True,True,True,True,True,True,True
AML-CUST003642,CUST003642,100.0,True,True,True,True,True,True,True,True
AML-CUST003719,CUST003719,100.0,True,True,True,True,True,True,True,True
AML-CUST003769,CUST003769,100.0,True,True,True,True,True,True,True,True
AML-CUST003808,CUST003808,100.0,True,True,True,True,True,True,True,True
AML-CUST003814,CUST003814,100.0,True,True,True,True,True,True,True,True
AML-CUST003877,CUST003877,100.0,True,True,True,True,True,True,True,True
AML-CUST003879,CUST003879,100.0,True,True,True,True,True,True,True,True
AML-CUST003981,CUST003981,100.0,True,True,True,True,True,True,True,True
AML-CUST004120,CUST004120,100.0,True,True,True,True,True,True,True,True
AML-CUST004154,CUST004154,100.0,True,True,True,True,True,True,True,True
AML-CUST004176,CUST004176,100.0,True,True,True,True,True,True,True,True
AML-CUST004215,CUST004215,100.0,True,True,True,True,True,True,True,True
AML-CUST004272,CUST004272,100.0,True,True,True,True,True,True,True,True
AML-CUST004356,CUST004356,100.0,True,True,True,True,True,True,True,True
AML-CUST004523,CUST004523,100.0,True,True,True,True,True,True,True,True
AML-CUST004543,CUST004543,100.0,True,True,True,True,True,True,True,True
AML-CUST004570,CUST004570,100.0,True,True,True,True,True,True,True,True
AML-CUST004660,CUST004660,100.0,True,True,True,True,True,True,True,True
AML-CUST004668,CUST004668,100.0,True,True,True,True,True,True,True,True
AML-CUST004832,CUST004832,100.0,True,True,True,True,True,True,True,True
AML-CUST004833,CUST004833,100.0,True,True,True,True,True,True,True,True
AML-CUST004853,CUST004853,100.0,True,True,True,True,True,True,True,True
AML-CUST004928,CUST004928,100.0,True,True,True,True,True,True,True,True
AML-CUST004947,CUST004947,100.0,True,True,True,True,True,True,True,True
AML-CUST004964,CUST004964,100.0,True,True,True,True,True,True,True,True
AML-CUST000447,CUST000447,100.0,True,True,True,True,True,True,True,True
AML-CUST000595,CUST000595,100.0,True,True,True,True,True,True,True,True
AML-CUST000674,CUST000674,100.0,True,True,True,True,True,True,True,True
AML-CUST000793,CUST000793,100.0,True,True,True,True,True,True,True,True
AML-CUST000826,CUST000826,100.0,True,True,True,True,True,True,True,True
AML-CUST001002,CUST001002,100.0,True,True,True,True,True,True,True,True
AML-CUST001336,CUST001336,100.0,True,True,True,True,True,True,True,True
AML-CUST001479,CUST001479,100.0,True,True,True,True,True,True,True,True
AML-CUST001576,CUST001576,100.0,True,True,True,True,True,True,True,True
AML-CUST001740,CUST001740,100.0,True,True,True,True,True,True,True,True
AML-CUST001755,CUST001755,100.0,True,True,True,True,True,True,True,True
AML-CUST001790,CUST001790,100.0,True,True,True,True,True,True,True,True
AML-CUST002075,CUST002075,100.0,True,True,True,True,True,True,True,True
AML-CUST002106,CUST002106,100.0,True,True,True,True,True,True,True,True
AML-CUST002112,CUST002112,100.0,True,True,True,True,True,True,True,True
AML-CUST002123,CUST002123,100.0,True,True,True,True,True,True,True,True
AML-CUST002170,CUST002170,100.0,True,True,True,True,True,True,True,True
AML-CUST002568,CUST002568,100.0,True,True,True,True,True,True,True,True
AML-CUST002579,CUST002579,100.0,True,True,True,True,True,True,True,True
AML-CUST002664,CUST002664,100.0,True,True,True,True,True,True,True,True
AML-CUST002694,CUST002694,100.0,True,True,True,True,True,True,True,True
AML-CUST002701,CUST002701,100.0,True,True,True,True,True,True,True,True
AML-CUST002706,CUST002706,100.0,True,True,True,True,True,True,True,True
AML-CUST002793,CUST002793,100.0,True,True,True,True,True,True,True,True
AML-CUST002873,CUST002873,100.0,True,True,True,True,True,True,True,True
AML-CUST002894,CUST002894,100.0,True,True,True,True,True,True,True,True
AML-CUST002979,CUST002979,100.0,True,True,True,True,True,True,True,True
AML-CUST003063,CUST003063,100.0,True,True,True,True,True,True,True,True
AML-CUST003116,CUST003116,100.0,True,True,True,True,True,True,True,True
AML-CUST003376,CUST003376,100.0,True,True,True,True,True,True,True,True
AML-CUST003405,CUST003405,100.0,True,True,True,True,True,True,True,True
AML-CUST003421,CUST003421,100.0,True,True,True,True,True,True,True,True
AML-CUST003425,CUST003425,100.0,True,True,True,True,True,True,True,True
AML-CUST003517,CUST003517,100.0,True,True,True,True,True,True,True,True
AML-CUST003740,CUST003740,100.0,True,True,True,True,True,True,True,True
AML-CUST003965,CUST003965,100.0,True,True,True,True,True,True,True,True
AML-CUST004168,CUST004168,100.0,True,True,True,True,True,True,True,True
AML-CUST004222,CUST004222,100.0,True,True,True,True,True,True,True,True
AML-CUST004248,CUST004248,100.0,True,True,True,True,True,True,True,True
AML-CUST004349,CUST004349,100.0,True,True,True,True,True,True,True,True
AML-CUST004451,CUST004451,100.0,True,True,True,True,True,True,True,True
AML-CUST004496,CUST004496,100.0,True,True,True,True,True,True,True,True
AML-CUST004611,CUST004611,100.0,True,True,True,True,True,True,True,True
AML-CUST004726,CUST004726,100.0,True,True,True,True,True,True,True,True
AML-CUST004763,CUST004763,100.0,True,True,True,True,True,True,True,True
AML-CUST004779,CUST004779,100.0,True,True,True,True,True,True,True,True
AML-CUST004812,CUST004812,100.0,True,True,True,True,True,True,True,True
AML-CUST004847,CUST004847,100.0,True,True,True,True,True,True,True,True
AML-CUST004902,CUST004902,100.0,True,True,True,True,True,True,True,True
AML-CUST000323,CUST000323,100.0,True,True,True,True,True,True,True,True
AML-CUST001159,CUST001159,100.0,True,True,True,True,True,True,True,True
AML-CUST001230,CUST001230,100.0,True,True,True,True,True,True,True,True
AML-CUST001414,CUST001414,100.0,True,True,True,True,True,True,True,True
AML-CUST001421,CUST001421,100.0,True,True,True,True,True,True,True,True
AML-CUST001427,CUST001427,100.0,True,True,True,True,True,True,True,True
AML-CUST001436,CUST001436,100.0,True,True,True,True,True,True,True,True
AML-CUST001571,CUST001571,100.0,True,True,True,True,True,True,True,True
AML-CUST001703,CUST001703,100.0,True,True,True,True,True,True,True,True
AML-CUST002183,CUST002183,100.0,True,True,True,True,True,True,True,True
AML-CUST002433,CUST002433,100.0,True,True,True,True,True,True,True,True
AML-CUST002683,CUST002683,100.0,True,True,True,True,True,True,True,True
AML-CUST002884,CUST002884,100.0,True,True,True,True,True,True,True,True
AML-CUST003326,CUST003326,100.0,True,True,True,True,True,True,True,True
AML-CUST003586,CUST003586,100.0,True,True,True,True,True,True,True,True
AML-CUST003753,CUST003753,100.0,True,True,True,True,True,True,True,True
AML-CUST004579,CUST004579,100.0,True,True,True,True,True,True,True,True
AML-CUST004991,CUST004991,100.0,True,True,True,True,True,True,True,True
